PrimaryState,SettlementCity,County1,County2,State2,County3,State3,County4,State4,County5,State5,OtherDistinction,YearFounded,ChurchDistricts,city1,city2,city3,city1Lon,city1Lat,city2Lon,city2Lat,city3Lon,city3Lat
WISCONSIN,Evansville/Brodhead,Green,Rock,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,1975,1,Evansville,Brodhead,NA,-89.2992838,42.7802831,-89.3762278,42.6183424,NA,NA
WISCONSIN,Kingston/Dalton,Columbia,Green Lake,WISCONSIN,Marquette,WISCONSIN,NA,NA,NA,NA,NA,1977,12,Kingston,Dalton,NA,-89.1276148,43.6955371,-89.2065051,43.6569261,NA,NA
WISCONSIN,Augusta/Fairfield,Eau Claire,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,Augusta,Fairfield,NA,-91.1198755,44.6802386,-88.776389,42.633056,NA,NA
WISCONSIN,Granton,Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,6,Granton,NA,NA,-90.4612469,44.5888512,NA,NA,NA,NA
WISCONSIN,Wautoma/Coloma,Marquette,Waushara,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,1983,4,Wautoma,Coloma,NA,-89.287897,44.0746995,-89.5224004,44.0354817,NA,NA
WISCONSIN,Hillsboro,Richland,Vernon,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,1985,8,Hillsboro,NA,NA,-90.3440178,43.6521958,NA,NA,NA,NA
WISCONSIN,Bonduel,Shawano,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,2,Bonduel,NA,NA,-88.4448242,44.7402679,NA,NA,NA,NA
WISCONSIN,LaValle,Sauk,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,LaValle,NA,NA,-89.69239765,43.60063372,NA,NA,NA,NA
WISCONSIN,Loganville,Sauk,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,Loganville,NA,NA,-90.0359588,43.4402612,NA,NA,NA,NA
WISCONSIN,Loyal,Clark,NA,NA,NA,NA,NA,NA,NA,NA,Swartzentruber,1989,5,Loyal,NA,NA,-90.4959724,44.7369073,NA,NA,NA,NA
WISCONSIN,Readstown,Crawford,Richland,WISCONSIN,Vernon,WISCONSIN,NA,NA,NA,NA,NA,1990,3,Readstown,NA,NA,-90.7592968,43.4494204,NA,NA,NA,NA
WISCONSIN,Athens,Marathon,Taylor,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,1990,2,Athens,NA,NA,-90.0740226,45.0330224,NA,NA,NA,NA
WISCONSIN,Mondovi,Buffalo,Pepin,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,1991,2,Mondovi,NA,NA,-91.6709927,44.5677422,NA,NA,NA,NA
WISCONSIN,Owen/Unity,Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,1,Owen,Unity,NA,-90.5643019,44.9485796,-90.3165242,44.8516322,NA,NA
WISCONSIN,New Holstein/Elkhart Lake,Calumet,Fond du Lac,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,1992,1,New Holstein,Elkhart Lake,NA,-88.0842642,43.9499924,-88.0178729,43.8333269,NA,NA
WISCONSIN,Viroqua/Dach Ridge,Vernon,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,1,Viroqua,Dach Ridge,NA,-90.8887413,43.5569174,-90.9306852,43.5158069,NA,NA
WISCONSIN,Beetown/Bloomington,Grant,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,1,Beetown,Bloomington,NA,-90.885278,42.795,-90.9234604,42.8852664,NA,NA
WISCONSIN,Chaseburg/Viroqua,Vernon,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,3,Chaseburg,Viroqua,NA,-91.0965205,43.6577482,-90.8887413,43.5569174,NA,NA
WISCONSIN,Lookout/Wulff Valley,Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1,Lookout,Wulff Valley,NA,-91.573822,44.457565,-91.6006715,44.447839,NA,NA
WISCONSIN,Marion,Waupaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,2,Marion,NA,NA,-88.889272,44.670812,NA,NA,NA,NA
WISCONSIN,Livingston,Grant,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1,Livingston,NA,NA,-90.4309595,42.8999924,NA,NA,NA,NA
WISCONSIN,New Auburn,Chippewa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,2,New Auburn,NA,NA,-91.5582197,45.2041282,NA,NA,NA,NA
WISCONSIN,Fennimore,Grant,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,3,Fennimore,NA,NA,-90.6554041,42.9835997,NA,NA,NA,NA
WISCONSIN,Taylor,Jackson,Trempealeau,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,1998,2,Taylor,NA,NA,-91.1198757,44.3210709,NA,NA,NA,NA
WISCONSIN,Edgar/Stratford,Marathon,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,1,Edgar,Stratford,NA,-89.9634629,44.9271888,-90.0792975,44.8010763,NA,NA
WISCONSIN,Platteville/Darlington,Grant,Lafayette,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,1999,5,Platteville,Darlington,NA,-90.4784621,42.73416,-90.1176258,42.6830566,NA,NA
WISCONSIN,Milladore,Portage,Wood,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,2000,1,Milladore,NA,NA,-89.8548476,44.6041308,NA,NA,NA,NA
WISCONSIN,Reedsville,Manitowoc,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1,Reedsville,NA,NA,-87.9567618,44.153604,NA,NA,NA,NA
WISCONSIN,Ettrick/Franklin,Jackson,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1,Ettrick,Franklin,NA,-91.2690443,44.1682926,-88.0384195,42.888627,NA,NA
WISCONSIN,Cornell,Chippewa,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1,Cornell,NA,NA,-91.1493107,45.1671881,NA,NA,NA,NA
WISCONSIN,Sheldon,Rusk,Taylor,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,2002,1,Sheldon,NA,NA,-90.9559696,45.3105264,NA,NA,NA,NA
WISCONSIN,Arpin/Vesper,Wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,2,Arpin,Vesper,NA,-90.0351302,44.5405159,-89.9640176,44.4821825,NA,NA
WISCONSIN,Bangor,LaCrosse,Monroe,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,2003,1,Bangor,NA,NA,-90.9904109,43.8930218,NA,NA,NA,NA
WISCONSIN,Black River Falls,Jackson,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,Black River Falls,NA,NA,-90.8515311,44.2946833,NA,NA,NA,NA
WISCONSIN,Neillsville,Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,Neillsville,NA,NA,-90.5962498,44.559962,NA,NA,NA,NA
WISCONSIN,Gilman,Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,Gilman,NA,NA,-90.8076338,45.1666382,NA,NA,NA,NA
WISCONSIN,Lublin,Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,Lublin,NA,NA,-90.7245781,45.0771928,NA,NA,NA,NA
WISCONSIN,Prairie Farms/Clear Lake,Barron,Polk,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,2011,1,Prairie Farms,Clear Lake,NA,-88.4456995,42.9001377,-92.2712996,45.2519072,NA,NA
WISCONSIN,Frederic,Polk,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Frederic,NA,NA,-92.4671434,45.6591194,NA,NA,NA,NA
WISCONSIN,Woodville,St Croix,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Woodville,NA,NA,-92.2912993,44.9530206,NA,NA,NA,NA
WISCONSIN,Luck,Polk,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,Luck,NA,NA,-92.4827001,45.5760664,NA,NA,NA,NA
WISCONSIN,Monroe,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,Monroe,NA,NA,-89.6384532,42.6011194,NA,NA,NA,NA
WYOMING,Hulett,Crook,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,Hulett,NA,NA,-104.6016274,44.6827619,NA,NA,NA,NA
