PRECINCT,YEAR,MONTH,C_DRUGS,C_SHOTS,AGGASS,ARSON,ASSAULT_BY_PRISONER,ASSAULT_OFFICER_NO_INJURY,BURGLARY,CMIS,DISCONDUCT,DRUGS,DRUNKEN_DRIVING,EMBEZZLEMENT,FAMILY_VIOLENCE,FORGERY,FRAUD,GAMBLING,LARCENY,LIQUOR_LAW_VIOLATIONS,MVTHEFT,MURDER_MANSLAUGHTER,NEGLIGENT_MANSLAUGHTER,PROSTITUION,PROSTITUTION,PUBLIC_DRUNKENNESS,RAPE,ROBBERY,RUNAWAY,SEX_OFFENSE,SEXOFF,SIMPASS,STOLEN_PROPERTY,TRESPASS,VAGRANCY,VANDALISM,WEAPONS,VCI,P1P,P1V
1,1990,1,30,7,13,3,0,0,77,94,41,6,0,0,7,2,5,0,95,7,99,1,1,0,0,4,2,29,0,12,0,89,18,6,1,0,1,264,300,45
1,1990,2,31,8,9,9,1,0,62,125,49,3,0,2,5,0,6,0,121,3,106,0,0,1,0,6,0,16,0,0,0,90,6,9,2,0,1,312,305,25
1,1990,3,22,10,7,10,0,0,56,129,53,0,0,0,8,1,4,0,103,6,138,0,0,0,0,9,5,20,1,7,0,107,5,14,2,0,0,331,317,32
1,1990,4,39,9,13,5,0,0,56,94,40,3,2,0,6,0,4,0,102,12,98,0,0,0,0,21,1,30,0,7,0,123,12,3,2,0,1,310,286,44
1,1990,5,37,11,11,6,0,0,48,130,65,11,0,0,2,0,2,0,95,14,122,0,0,0,0,10,1,20,0,2,0,117,2,6,1,1,3,366,285,32
1,1990,6,28,31,7,2,0,0,52,132,62,2,0,0,1,0,5,0,103,7,120,0,0,0,0,35,0,14,0,6,0,136,2,5,0,0,0,391,289,21
1,1990,7,36,19,6,5,0,0,71,121,54,1,0,0,4,1,7,1,110,2,134,0,0,0,0,38,1,17,0,1,1,122,6,3,0,0,0,357,332,24
1,1990,8,44,19,13,5,0,0,59,133,41,4,1,0,1,0,4,0,108,0,125,0,0,0,0,3,3,25,0,7,0,101,5,6,0,0,2,343,317,41
1,1990,9,30,16,14,9,0,0,57,106,30,1,1,0,8,2,3,0,88,0,159,0,0,0,0,4,2,25,1,7,0,110,2,1,1,1,0,301,329,41
1,1990,10,45,21,21,4,0,0,84,131,32,2,3,2,3,1,11,0,128,5,167,0,0,0,0,8,2,32,0,7,0,106,1,6,2,0,0,339,411,55
1,1990,11,27,22,9,5,0,0,66,83,28,2,2,2,5,0,9,0,86,3,152,1,0,0,0,7,5,26,0,6,0,113,2,0,0,0,0,278,330,41
1,1990,12,25,13,11,2,0,0,71,71,25,6,2,2,5,1,7,0,85,0,147,0,0,0,0,14,2,28,1,3,0,80,4,3,1,0,1,216,331,41
1,1991,1,49,12,7,9,0,0,85,73,34,1,1,1,7,0,8,0,69,1,75,1,0,0,0,26,2,26,0,2,0,93,2,3,0,0,1,270,255,36
1,1991,2,34,12,4,2,0,0,57,63,30,14,2,0,6,0,8,0,73,4,74,0,0,0,0,22,2,23,0,3,0,70,0,1,1,0,0,211,227,29
1,1991,3,53,7,2,7,0,0,78,65,33,1,2,0,8,0,5,0,80,2,84,0,0,0,0,17,3,17,0,7,0,84,0,2,1,0,0,249,259,22
1,1991,4,55,9,7,7,0,0,50,87,23,1,1,1,7,4,5,0,104,0,98,0,0,0,0,0,3,24,0,3,0,113,0,2,1,1,0,294,276,34
1,1991,5,64,17,13,4,0,0,75,64,24,0,0,0,5,2,3,0,118,1,105,0,0,0,0,0,6,12,1,3,0,121,0,4,0,0,0,294,310,31
1,1991,6,71,19,6,4,0,0,68,82,24,5,0,1,3,2,6,0,109,0,122,0,0,0,0,0,4,21,1,5,0,110,0,6,0,0,0,310,320,31
1,1991,7,106,14,15,8,0,0,125,95,46,4,0,0,1,3,10,0,119,0,129,0,0,0,0,0,7,28,0,5,0,132,1,3,2,0,0,401,401,50
1,1991,8,83,20,6,10,0,0,101,101,43,1,0,1,3,4,8,0,121,0,121,0,0,0,0,1,2,27,0,7,0,141,1,4,0,0,0,398,370,35
1,1991,9,93,24,8,6,0,1,101,89,28,0,1,1,3,1,3,0,126,0,95,0,0,0,0,0,1,30,0,3,0,116,0,6,0,0,0,356,352,39
1,1991,10,74,18,7,10,0,0,72,105,38,0,0,4,3,2,9,0,101,0,137,0,0,0,0,0,3,39,1,2,0,147,1,6,1,0,0,392,349,49
1,1991,11,56,19,9,9,0,0,46,84,22,4,1,1,3,0,6,0,78,0,97,0,0,0,0,0,2,35,0,6,0,86,1,5,0,0,0,276,256,46
1,1991,12,72,24,7,5,0,0,65,90,24,7,2,1,1,1,7,0,108,0,85,0,0,0,0,0,2,27,0,2,0,76,1,0,2,0,0,291,285,36
1,1992,1,57,12,1,4,0,0,86,79,28,3,1,0,5,1,7,0,80,0,113,0,0,0,0,1,2,24,0,6,0,92,0,5,2,0,0,272,303,27
1,1992,2,94,18,9,4,0,0,70,90,45,6,3,0,4,2,4,0,75,0,95,0,0,0,0,0,4,20,1,3,0,72,0,2,3,0,0,323,260,33
1,1992,3,93,28,6,5,0,0,40,93,26,8,0,2,3,1,5,0,85,0,107,0,0,0,0,0,1,24,0,10,0,83,0,3,0,0,0,328,256,31
1,1992,4,81,21,11,5,0,0,42,103,45,8,0,2,3,0,7,0,102,0,102,1,0,0,0,0,0,19,0,6,0,127,0,3,0,1,0,382,265,31
1,1992,5,71,22,9,9,0,1,55,103,46,4,0,0,2,0,5,0,90,1,114,0,0,0,0,1,0,22,0,5,0,110,0,4,1,1,0,361,281,31
1,1992,6,83,31,11,1,0,0,68,87,29,0,1,1,6,1,4,0,115,0,120,0,0,0,0,0,3,28,0,2,0,113,2,1,2,1,0,344,331,42
1,1992,7,98,39,9,3,0,0,69,89,36,2,0,0,5,1,5,0,103,1,125,0,0,0,0,1,6,27,0,5,0,155,0,5,2,0,1,420,324,42
1,1992,8,90,43,9,3,0,2,43,97,32,7,0,0,3,1,9,0,136,0,109,1,0,0,0,20,3,23,0,6,0,138,1,9,0,0,0,403,311,36
1,1992,9,108,33,7,6,0,0,61,164,40,4,0,1,1,1,4,0,113,0,101,0,0,0,0,3,1,36,0,5,0,128,2,5,0,1,0,479,311,44
1,1992,10,106,58,9,7,0,0,61,171,47,5,3,1,7,3,7,0,110,0,155,0,0,0,0,1,0,24,0,3,0,121,7,5,0,0,1,510,350,33
1,1992,11,47,38,10,5,0,1,75,181,52,5,0,1,2,2,12,0,111,0,129,0,0,0,0,0,1,21,0,2,0,141,8,2,0,0,1,464,336,32
1,1992,12,61,60,13,6,0,0,116,193,25,2,0,0,6,3,21,0,105,0,151,0,0,0,0,0,1,38,0,4,0,117,2,7,3,0,1,462,410,52
1,1993,1,94,74,16,6,0,0,79,208,42,5,0,0,5,4,6,1,138,1,175,0,0,0,0,0,2,35,0,8,0,182,6,2,1,1,1,606,427,53
1,1993,2,74,86,13,6,0,0,49,144,37,2,0,0,4,0,9,0,92,0,129,1,0,0,0,0,1,25,0,3,0,128,10,5,0,1,3,475,295,40
1,1993,3,77,99,16,3,0,1,56,179,49,2,2,0,7,2,5,0,120,0,120,0,1,0,0,0,2,37,0,10,0,143,1,4,1,0,2,550,333,55
1,1993,4,74,88,18,4,0,1,54,202,25,5,1,1,1,2,7,0,157,1,190,0,0,0,0,1,0,30,0,7,0,117,11,6,3,1,2,510,431,48
1,1993,5,93,112,5,6,0,0,56,180,45,18,1,1,4,4,7,0,118,0,130,0,0,0,0,0,3,21,0,7,1,141,6,10,1,1,1,577,325,29
1,1993,6,82,80,10,2,0,1,48,158,57,3,1,1,9,2,9,0,117,0,99,2,0,0,0,0,1,35,0,7,0,149,3,8,0,3,2,528,299,48
1,1993,7,104,85,14,2,0,0,38,135,36,12,2,0,4,2,8,0,133,1,96,2,0,0,0,1,4,25,0,11,0,156,4,9,3,0,0,518,292,45
1,1993,8,100,64,13,2,0,0,49,135,22,14,1,1,4,1,8,0,134,0,108,0,0,0,0,1,3,25,0,6,0,172,5,12,2,0,0,495,316,41
1,1993,9,86,122,17,9,0,2,56,151,18,6,1,1,5,5,11,1,116,0,99,0,0,0,0,0,3,27,0,4,0,136,3,8,1,1,1,522,298,47
1,1993,10,70,128,11,5,0,1,63,177,34,6,0,0,5,2,13,0,127,0,115,1,0,0,0,0,2,30,0,6,0,148,5,12,0,1,2,562,335,44
1,1993,11,57,75,10,11,0,0,66,156,27,2,2,1,5,3,7,0,106,0,83,0,0,0,0,0,5,16,0,4,0,127,4,9,0,0,4,453,271,31
1,1993,12,57,95,12,2,0,1,51,152,32,7,1,0,5,1,5,0,105,0,96,2,0,0,0,0,1,23,0,5,0,121,2,11,0,0,2,459,275,38
1,1994,1,24,40,12,9,0,1,49,123,28,9,1,0,4,2,7,0,84,0,82,0,0,0,0,0,1,14,0,6,0,104,5,6,3,0,1,328,229,27
1,1994,2,51,50,5,5,0,0,50,94,35,3,1,0,3,3,5,1,83,0,61,0,0,0,0,0,3,23,0,4,0,122,4,8,0,0,1,357,217,31
1,1994,3,55,47,10,4,0,0,46,144,58,8,0,0,7,3,7,0,97,0,100,0,0,0,0,1,3,25,0,11,0,122,0,8,1,0,0,430,268,38
1,1994,4,64,45,6,3,0,0,59,145,34,5,1,0,7,1,8,0,125,1,99,0,0,0,0,0,3,16,0,7,0,136,5,6,1,1,1,427,299,25
1,1994,5,88,55,6,3,0,1,63,116,43,2,0,1,6,2,9,1,96,2,88,0,0,0,0,0,2,25,1,8,0,124,8,11,2,2,1,429,272,33
1,1994,6,57,84,13,5,0,0,40,137,37,8,0,1,6,4,7,0,135,0,109,0,0,0,0,0,2,32,0,10,0,151,4,11,1,2,1,471,316,47
1,1994,7,51,108,17,1,0,0,45,133,53,3,0,0,10,2,6,0,142,1,114,1,0,0,0,0,6,22,0,9,0,161,6,17,2,2,1,507,323,46
1,1994,8,89,135,19,8,0,2,45,127,33,10,1,0,6,3,6,0,122,1,134,1,0,0,0,0,4,30,0,11,1,130,6,10,2,0,1,522,331,54
1,1994,9,70,167,14,3,0,0,50,147,26,7,0,4,7,0,5,0,123,1,93,3,0,0,0,1,1,26,0,6,0,129,5,11,1,0,4,542,292,44
1,1994,10,88,145,9,5,0,0,61,177,38,22,1,1,5,3,6,0,133,0,107,1,0,0,0,0,3,15,0,5,0,136,7,10,1,1,0,589,316,28
1,1994,11,68,96,8,2,0,0,73,176,28,32,0,0,9,2,4,0,116,1,99,0,0,0,0,0,0,22,0,0,0,96,2,15,1,0,1,466,310,30
1,1994,12,65,91,4,5,0,0,60,137,27,11,0,0,6,1,8,0,148,1,75,1,0,0,0,0,6,25,0,12,1,94,4,8,0,0,2,419,308,36
1,1995,1,56,56,2,2,0,0,52,91,19,5,0,1,6,3,8,0,90,0,58,0,0,0,0,0,3,18,0,11,0,76,4,6,1,0,0,300,218,23
1,1995,2,31,87,12,4,0,1,59,81,30,9,6,0,4,0,7,0,94,1,51,1,0,0,0,0,1,24,0,4,0,80,4,10,2,0,2,313,228,38
1,1995,3,35,80,12,1,0,2,35,124,26,10,2,0,3,4,17,0,105,1,66,1,0,0,0,0,1,26,0,10,0,124,4,7,0,2,1,390,232,40
1,1995,4,65,78,11,3,0,0,36,116,33,7,0,1,9,1,9,0,90,0,67,1,0,0,0,0,0,13,0,3,0,115,5,8,0,0,2,410,206,25
1,1995,5,65,81,11,2,0,0,50,150,43,1,0,0,5,2,6,1,141,1,78,0,0,0,0,0,0,23,0,4,0,127,1,15,0,0,0,468,292,34
1,1995,6,69,96,7,3,0,0,39,136,39,8,1,0,5,0,0,1,149,0,61,1,0,0,0,0,0,18,0,2,0,108,4,9,1,1,1,451,267,26
1,1995,7,36,90,9,1,0,0,59,130,42,6,2,0,10,3,1,0,159,1,63,0,0,0,0,1,2,21,0,6,0,128,2,16,2,5,1,427,302,32
1,1995,8,54,93,16,4,0,0,58,111,36,8,2,2,6,2,4,0,120,1,88,1,0,0,0,2,1,19,0,5,0,131,2,9,2,0,1,429,285,37
1,1995,9,61,59,13,6,0,0,43,127,31,10,1,1,13,2,13,0,121,0,74,0,0,0,0,0,3,19,0,4,0,110,5,8,0,5,0,394,257,35
1,1995,10,55,47,6,2,0,1,50,164,44,6,0,2,13,3,4,0,128,0,90,0,0,0,0,0,2,17,0,8,0,103,2,13,0,3,3,415,285,25
1,1995,11,38,43,5,2,0,0,45,121,24,2,3,0,5,2,11,0,98,0,59,0,0,0,0,0,1,23,0,7,0,72,3,4,1,1,0,300,225,29
1,1995,12,44,31,5,4,0,0,36,91,20,5,0,0,10,2,8,0,94,0,68,0,0,0,0,0,0,18,0,6,0,93,3,13,1,2,2,283,216,23
1,1996,1,36,45,10,4,0,0,36,85,19,3,0,0,9,3,7,0,107,0,68,0,0,0,0,0,2,26,0,7,0,96,8,11,0,1,2,285,237,38
1,1996,2,40,46,3,4,0,0,51,119,32,0,2,0,11,3,10,0,92,0,60,0,0,0,0,0,3,13,0,5,0,82,5,13,1,0,0,323,216,19
1,1996,3,51,58,7,3,0,0,54,120,26,6,1,1,3,1,9,0,118,0,48,0,0,0,0,0,0,13,0,5,0,112,2,10,1,0,0,370,233,20
1,1996,4,51,43,8,4,0,0,54,135,36,6,0,0,7,1,8,0,131,0,54,0,0,0,0,0,1,19,0,6,0,70,3,14,2,4,1,339,258,28
1,1996,5,67,92,13,5,0,0,47,141,20,8,0,0,2,3,8,0,133,1,67,0,0,0,0,0,4,12,0,7,0,118,3,15,3,0,0,443,259,29
1,1996,6,61,70,7,6,0,0,42,124,23,4,0,0,6,0,6,0,116,0,67,0,0,0,0,0,4,6,0,11,0,97,2,14,1,0,0,381,231,17
1,1996,7,57,101,6,8,0,2,41,138,31,10,0,2,6,1,10,0,131,0,95,1,0,0,0,0,2,13,0,5,0,98,3,15,0,3,0,433,280,22
1,1996,8,60,53,5,7,0,0,34,141,29,8,5,3,8,4,6,0,168,0,57,0,0,0,0,0,2,23,0,5,0,104,3,6,0,1,2,394,282,30
1,1996,9,50,49,6,1,0,0,42,123,28,9,0,0,8,2,5,0,168,0,64,0,0,0,0,0,3,12,0,11,0,90,3,12,0,1,1,341,286,21
1,1996,10,47,84,9,10,0,0,41,161,30,6,0,0,6,5,10,1,131,0,59,0,0,0,0,0,3,23,0,9,0,108,3,16,1,1,0,440,254,35
1,1996,11,32,38,12,4,0,0,41,97,32,3,0,0,10,0,16,0,99,1,45,0,0,0,0,0,1,24,1,2,0,92,3,9,1,0,1,295,209,37
1,1996,12,42,53,7,6,0,0,70,139,23,2,0,0,10,2,19,0,162,0,51,2,0,0,0,0,1,17,0,5,0,72,1,8,1,2,0,335,300,27
1,1997,1,40,60,8,9,0,0,47,122,31,0,0,0,4,5,11,0,115,1,52,2,0,0,0,0,5,17,0,6,0,100,4,15,0,1,0,362,231,32
1,1997,2,27,28,7,7,0,0,36,115,17,6,0,1,9,2,10,0,102,0,33,0,0,0,0,0,8,9,0,7,0,74,2,11,0,1,0,268,180,24
1,1997,3,51,38,1,3,0,0,47,107,35,4,0,1,7,2,16,0,106,0,53,0,0,0,0,1,5,21,0,9,0,94,3,20,0,2,2,328,227,27
1,1997,4,62,28,3,3,0,0,40,121,34,2,0,0,7,8,11,0,134,0,72,0,0,0,0,0,3,16,0,2,0,80,4,8,0,0,1,328,262,22
1,1997,5,47,22,7,3,0,0,42,160,43,6,1,0,9,4,15,2,125,3,66,0,0,1,0,0,1,16,0,16,0,128,2,24,2,3,1,403,249,24
1,1997,6,43,55,7,5,0,0,33,133,46,1,0,0,11,2,9,0,143,0,66,1,0,0,0,0,3,22,0,9,0,111,4,7,1,0,0,393,264,33
1,1997,7,49,59,5,6,0,0,62,148,48,7,0,1,8,4,10,0,143,2,53,0,0,0,0,0,1,19,0,10,0,105,4,21,1,1,1,415,277,25
1,1997,8,36,41,16,2,0,1,64,200,42,6,0,1,15,5,14,0,170,1,80,1,0,0,0,0,3,15,1,9,0,111,7,10,0,2,0,432,329,35
1,1997,9,42,32,5,2,0,0,52,126,30,2,0,0,4,1,14,0,174,0,58,0,0,0,0,0,4,17,0,9,0,93,7,11,0,0,0,325,301,26
1,1997,10,58,38,5,2,0,0,40,173,38,2,0,0,8,4,11,1,165,0,61,0,0,0,0,0,3,17,0,5,0,102,4,9,0,0,1,411,283,25
1,1997,11,34,25,8,3,0,0,62,136,36,10,1,1,5,8,28,1,124,0,40,0,0,0,0,0,3,15,1,6,0,76,9,2,0,0,1,310,241,26
1,1997,12,22,34,9,1,0,0,40,128,23,5,0,1,9,8,13,0,140,0,43,1,0,0,0,0,1,17,0,1,0,75,4,5,0,0,0,283,240,28
1,1998,1,27,38,8,4,0,0,42,131,40,2,0,1,9,1,6,2,129,0,54,0,0,0,0,0,1,16,0,3,0,103,5,5,2,1,2,343,241,25
1,1998,2,43,21,2,2,0,0,25,68,28,5,1,0,9,2,5,0,84,0,50,1,0,0,0,0,2,9,0,1,0,54,3,6,2,1,1,216,168,14
1,1998,3,42,22,7,4,0,0,31,93,43,14,3,0,6,12,15,0,95,1,45,0,0,1,0,0,0,12,0,1,0,90,3,7,1,0,0,294,183,19
1,1998,4,41,23,8,4,0,0,34,104,36,6,3,0,9,12,12,1,102,1,52,0,0,0,0,1,1,10,0,7,0,122,4,7,0,0,0,330,198,19
1,1998,5,55,49,10,2,0,0,36,93,38,2,3,1,6,2,8,0,122,1,52,2,0,1,0,1,4,22,0,3,0,123,4,17,2,0,1,360,232,38
1,1998,6,65,48,12,0,0,0,37,83,35,10,0,0,5,2,7,0,100,0,60,0,0,0,0,1,4,14,3,8,0,114,1,16,0,0,1,345,211,30
1,1998,7,66,47,12,2,0,0,50,92,41,11,0,2,8,5,6,2,136,2,51,0,0,0,0,0,0,11,1,9,0,111,3,12,1,0,1,359,248,23
1,1998,8,78,67,6,2,0,0,46,97,39,3,1,1,5,5,9,0,154,0,48,1,0,0,0,0,1,15,0,2,0,77,2,11,1,1,2,360,263,23
1,1998,9,74,75,10,3,0,0,47,115,46,1,0,0,5,5,12,0,110,1,57,0,0,0,0,0,3,17,0,6,0,112,2,13,1,3,0,425,231,30
1,1998,10,66,45,15,0,0,0,39,117,40,8,2,1,9,9,23,0,119,2,53,0,0,0,0,0,4,15,0,8,0,97,5,5,1,1,2,365,226,34
1,1998,11,44,47,5,3,0,0,32,98,32,10,2,3,4,2,5,0,111,0,52,0,0,0,0,0,4,21,0,9,0,82,2,9,2,2,0,306,216,30
1,1998,12,41,44,8,0,0,1,51,99,31,3,0,3,5,3,9,0,122,0,54,1,0,0,0,1,2,22,1,12,0,68,12,11,0,0,1,283,249,33
1,1999,1,28,35,8,2,0,0,30,77,24,10,4,0,8,4,16,0,91,1,42,0,0,1,0,0,5,20,0,6,0,69,6,10,0,1,0,235,183,33
1,1999,2,43,31,5,0,0,1,30,88,24,11,5,1,7,5,11,1,114,2,64,0,0,3,0,3,1,16,1,6,0,73,2,6,0,0,2,259,224,22
1,1999,3,47,29,14,5,0,0,32,101,19,11,0,1,4,6,8,0,100,0,48,0,0,0,0,0,2,19,0,12,0,101,8,9,1,1,1,302,199,35
1,1999,4,61,18,9,0,0,1,23,77,25,16,2,0,9,3,3,0,82,0,63,0,0,1,0,0,1,8,0,5,0,89,2,7,0,2,1,270,176,18
1,1999,5,50,42,7,2,0,0,48,66,39,16,2,0,3,3,7,0,109,0,89,0,0,0,0,0,2,9,0,5,0,99,11,5,0,1,1,298,255,18
1,1999,6,53,78,14,2,0,1,41,84,37,10,3,0,6,0,5,0,144,5,84,0,0,1,0,0,3,13,0,3,0,75,4,7,0,2,0,329,282,30
1,1999,7,57,55,6,0,0,0,38,85,39,3,0,1,5,2,9,0,134,3,70,0,0,0,0,2,5,11,0,12,0,72,8,5,0,4,0,308,253,22
1,1999,8,81,51,12,0,0,1,30,74,23,13,1,1,8,2,9,3,144,1,74,0,0,1,0,1,2,16,0,4,0,83,8,5,0,2,1,312,264,30
1,1999,9,83,59,12,0,0,1,30,61,24,11,2,1,3,9,15,0,130,3,78,1,0,2,0,0,3,23,0,4,0,57,13,3,0,1,0,284,261,39
1,1999,10,80,69,7,6,0,0,38,80,16,12,1,1,1,7,17,0,126,2,69,0,0,3,0,0,2,25,0,3,0,74,4,4,1,0,3,325,258,34
1,1999,11,44,45,9,2,0,0,30,66,26,8,0,0,5,2,8,0,116,4,60,0,0,0,0,0,2,19,0,1,0,66,5,5,0,1,1,249,225,30
1,1999,12,45,46,10,1,0,1,32,98,42,15,2,3,11,7,12,5,113,1,77,1,0,1,0,4,1,29,0,5,0,122,4,18,2,1,3,354,251,41
1,2000,1,34,46,18,3,0,1,35,131,28,40,7,0,9,7,11,0,117,1,55,2,0,2,0,4,0,24,0,8,0,160,8,19,3,0,2,402,231,44
1,2000,2,38,31,16,4,0,0,28,104,44,48,6,0,9,2,10,0,91,0,38,0,0,5,0,5,3,10,0,11,0,152,8,11,1,1,5,373,167,29
1,2000,3,51,29,9,0,0,0,42,119,30,34,9,0,18,3,12,3,93,1,48,0,0,1,0,6,3,17,0,5,0,179,4,17,2,2,3,408,200,29
1,2000,4,66,45,12,4,0,1,37,130,27,47,6,0,11,2,12,2,101,1,51,0,0,2,0,6,6,28,0,10,2,182,10,13,2,1,2,454,217,46
1,2000,5,72,45,25,3,1,0,45,130,26,23,3,1,12,8,10,0,121,2,77,0,0,4,0,3,0,15,1,4,0,168,7,15,1,0,2,444,258,40
1,2000,6,61,88,15,4,0,0,46,125,36,29,11,0,6,3,8,0,117,4,53,1,0,0,0,3,3,15,0,9,0,199,16,13,4,0,5,513,231,34
1,2000,7,80,58,13,8,0,0,34,122,46,54,4,0,12,4,9,0,148,7,73,0,0,1,0,2,6,17,0,6,0,132,7,12,3,1,4,446,272,36
1,2000,8,103,43,9,5,0,0,38,135,44,40,7,1,6,5,16,1,134,6,70,0,0,1,0,5,3,11,0,9,1,159,16,15,2,1,8,489,253,23
1,2000,9,61,36,5,0,0,0,39,110,43,61,4,2,8,6,14,0,111,2,47,0,0,1,0,8,5,12,0,4,0,139,10,11,2,1,6,389,209,22
1,2000,10,67,36,13,1,0,0,44,102,44,47,6,0,8,5,15,0,98,0,51,1,1,1,0,7,2,18,0,12,0,132,11,11,2,1,6,382,211,34
1,2000,11,51,38,6,0,0,0,34,100,36,37,2,1,1,5,10,0,103,1,46,0,0,4,0,2,3,6,0,2,0,85,8,5,1,0,1,310,189,15
1,2000,12,33,29,7,0,0,0,45,77,27,34,3,1,2,2,4,2,76,0,57,0,0,0,0,6,0,19,0,4,0,104,5,8,0,1,3,270,197,26
1,2001,1,57,35,10,0,0,1,50,70,36,92,7,1,8,15,14,0,87,2,32,1,0,1,0,4,0,12,0,7,0,112,11,9,3,0,18,310,181,23
1,2001,2,62,39,11,3,0,0,42,85,41,24,2,0,5,6,17,0,69,3,50,0,0,0,0,6,2,8,0,3,0,124,4,14,4,0,4,354,169,21
1,2001,3,67,31,19,0,0,0,45,107,35,74,4,1,11,7,13,0,78,2,61,0,0,0,0,3,0,12,2,2,0,147,3,15,1,2,8,387,196,31
1,2001,4,88,51,18,3,0,2,52,117,25,31,5,0,2,7,8,0,89,0,53,0,0,4,0,2,1,10,0,5,0,136,4,17,1,1,4,420,204,29
1,2001,5,79,59,13,0,0,1,52,116,41,48,2,3,7,10,16,0,95,1,57,1,0,6,0,1,2,10,0,2,1,172,4,9,2,0,13,467,214,26
1,2001,6,73,81,10,0,0,0,38,114,36,56,2,2,9,9,10,0,86,2,44,0,0,1,0,3,3,12,0,4,0,165,2,11,0,1,10,469,180,25
1,2001,7,98,60,10,3,0,2,64,138,36,67,2,0,11,8,6,2,98,0,67,0,0,3,0,3,6,11,0,6,0,148,2,15,2,0,8,483,240,27
1,2001,8,95,79,12,1,0,0,44,125,27,42,2,1,9,7,6,0,95,0,58,0,0,0,0,2,2,19,0,1,0,179,4,12,2,0,9,506,216,33
1,2001,9,98,70,12,6,1,2,47,99,26,68,8,1,5,11,14,0,99,5,41,0,0,1,0,5,3,6,0,5,0,127,1,15,0,0,7,426,193,21
1,2001,10,62,87,19,3,0,1,59,134,32,70,3,0,10,10,14,0,96,1,49,0,0,2,0,3,2,11,0,6,0,163,7,18,2,0,5,481,215,32
1,2001,11,58,53,8,1,0,1,42,104,23,90,2,0,9,13,11,0,85,7,42,1,0,4,0,6,0,8,0,4,0,115,5,10,3,0,6,354,177,17
1,2001,12,47,37,20,1,0,3,48,94,31,55,2,0,16,6,6,0,65,2,43,0,0,1,0,2,1,9,0,2,0,126,3,14,0,1,7,336,165,30
2,1990,1,92,11,22,11,0,3,101,138,60,19,5,0,6,9,23,0,217,4,232,1,0,3,0,2,4,33,0,11,0,143,18,14,2,0,1,455,583,60
2,1990,2,106,22,16,6,0,0,58,193,50,15,3,0,5,1,8,0,205,6,189,2,0,2,0,5,6,44,0,13,0,122,9,5,0,0,3,499,496,68
2,1990,3,106,6,10,15,0,0,88,133,58,12,0,1,9,2,16,0,168,6,189,0,0,0,0,5,7,27,0,12,0,120,4,10,4,0,0,438,472,44
2,1990,4,145,13,14,6,0,0,85,134,65,13,1,0,10,3,16,0,189,6,159,0,0,0,0,34,4,40,1,9,0,141,6,3,2,0,1,504,473,58
2,1990,5,179,17,14,6,0,1,89,144,61,4,2,1,1,4,25,0,186,2,165,0,0,0,0,32,8,51,0,13,0,128,11,13,0,0,2,535,491,73
2,1990,6,169,15,10,1,0,0,78,134,75,9,1,1,3,1,22,0,209,3,169,0,0,0,0,59,2,31,1,12,0,145,5,6,1,0,0,539,487,43
2,1990,7,149,8,14,3,0,0,99,138,50,5,2,0,2,5,14,0,228,6,219,0,0,1,0,18,6,29,1,10,0,146,11,3,1,0,1,494,575,49
2,1990,8,142,19,25,3,0,0,82,132,48,4,0,0,7,8,13,0,244,0,172,1,0,5,0,16,6,26,0,9,0,129,4,6,3,0,0,473,524,58
2,1990,9,131,19,25,3,0,0,68,116,25,2,0,0,4,5,17,0,204,2,163,1,0,1,1,6,5,43,0,11,0,109,6,5,7,0,1,403,478,74
2,1990,10,109,14,24,3,0,0,81,141,40,3,1,1,5,2,19,0,212,2,181,0,0,1,0,18,3,50,1,6,0,108,0,1,1,0,0,415,524,77
2,1990,11,128,7,19,2,0,0,86,102,20,8,0,3,5,1,16,0,241,0,226,0,0,0,0,10,9,48,0,6,0,122,0,4,1,0,0,381,601,76
2,1990,12,116,21,24,8,0,0,118,105,34,6,5,1,9,0,12,0,224,1,195,0,0,1,0,29,4,52,0,1,0,118,4,0,1,0,1,402,589,80
2,1991,1,115,10,16,10,0,2,75,77,46,13,1,0,1,1,10,0,180,2,186,0,0,0,0,25,4,35,1,3,0,96,1,3,1,0,0,354,476,55
2,1991,2,102,9,4,5,0,0,46,65,40,9,2,0,6,1,14,0,162,2,159,0,0,0,0,31,4,39,0,5,0,102,0,0,0,0,1,323,406,47
2,1991,3,139,17,4,4,0,0,72,102,40,5,3,2,7,0,15,0,178,1,159,0,0,0,0,24,6,43,0,4,0,132,0,4,1,0,0,434,452,53
2,1991,4,151,17,8,7,0,0,55,97,15,7,2,1,3,1,16,1,198,0,143,0,0,0,0,0,3,38,0,7,0,120,1,3,0,0,1,407,434,49
2,1991,5,130,20,17,4,0,1,61,104,30,2,0,2,6,3,11,0,210,1,121,0,0,0,0,0,7,48,0,6,0,144,2,4,1,0,0,432,440,72
2,1991,6,187,25,19,6,0,1,76,74,30,1,3,1,3,0,17,0,198,1,128,0,0,0,0,0,10,38,0,3,0,173,0,4,0,1,1,495,440,67
2,1991,7,139,22,13,5,0,0,105,99,37,12,1,1,6,2,13,0,214,0,161,0,0,0,0,0,4,56,0,7,0,161,0,5,1,0,0,463,536,73
2,1991,8,160,18,18,8,0,0,90,111,41,20,0,2,7,1,17,0,267,0,179,0,0,0,0,0,9,45,0,5,0,166,1,1,0,0,0,504,581,72
