 BEATPLUS,YEAR,MONTH,AGGASS,ARSON,BURGLARY,CMIS,DRUGS,GAMBLING,LARCENY,MENACING,MVTHEFT,MURDER_MANSLAUGHTER,DISCONDUCT,PROSTITUTION,RAPE,ROBBERY,SIMPASS,TRESPASS,WEAPONS,VCI,P1P,P1V
62,1995,7,7,3,36,28,25,0,75,5,11,0,62,0,4,9,37,1,16,171,131,20
62,1995,8,7,3,36,41,39,0,59,0,15,0,61,4,3,8,51,4,16,211,118,18
62,1995,9,8,1,38,30,50,0,68,1,16,0,60,1,1,11,29,6,8,178,133,20
62,1995,10,2,4,47,34,32,0,57,0,12,0,51,0,2,12,20,3,11,152,128,16
62,1995,11,1,4,29,48,34,0,36,4,15,1,40,2,1,11,22,4,12,160,91,14
62,1995,12,2,2,23,31,26,0,44,0,13,0,67,0,3,12,29,2,19,174,92,17
62,1996,1,7,1,15,23,12,0,43,2,15,1,40,0,2,10,25,0,16,117,83,20
62,1996,2,4,0,23,16,17,0,50,1,18,1,39,0,0,9,31,6,8,111,100,14
62,1996,3,5,2,26,23,27,0,37,2,18,0,39,0,0,4,27,4,7,125,85,9
62,1996,4,4,0,23,36,32,0,35,0,14,0,64,7,2,4,31,2,8,171,76,10
62,1996,5,8,5,30,37,20,0,59,0,16,0,44,0,2,8,40,6,10,156,113,18
62,1996,6,7,3,29,36,23,0,52,1,12,1,57,0,3,11,46,5,11,176,104,22
62,1996,7,13,8,22,50,17,0,50,3,27,1,50,2,4,9,41,7,5,171,108,27
62,1996,8,6,4,26,30,26,0,40,0,14,0,59,0,1,9,40,4,7,166,89,16
62,1996,9,8,3,27,27,21,0,40,0,22,0,49,0,0,11,31,3,12,143,100,19
62,1996,10,5,0,36,23,31,0,55,1,13,1,47,1,7,9,33,4,9,143,113,22
62,1996,11,10,3,33,28,19,0,31,0,11,1,32,0,2,10,18,3,8,108,85,23
62,1996,12,2,5,22,24,14,0,48,1,21,1,39,0,1,17,29,2,8,119,108,21
62,1997,1,4,2,31,37,17,0,47,0,21,0,35,0,0,18,18,0,4,113,117,22
62,1997,2,5,4,19,18,19,0,36,0,19,0,41,0,2,9,13,3,7,102,83,16
62,1997,3,5,5,24,21,13,0,41,2,15,0,38,0,1,8,20,4,6,103,88,14
62,1997,4,5,4,22,30,22,0,42,0,15,0,46,1,4,10,26,4,6,134,89,19
62,1997,5,6,4,30,47,29,0,47,0,15,1,51,8,2,4,27,0,7,165,96,13
62,1997,6,2,6,27,28,11,0,51,0,11,0,64,0,2,9,26,2,8,143,98,13
62,1997,7,17,3,29,37,25,0,48,2,23,0,46,0,0,13,20,4,5,136,113,30
62,1997,8,4,3,20,24,17,0,37,0,11,0,47,2,2,9,19,0,11,121,77,15
62,1997,9,8,4,30,35,23,0,40,0,14,0,57,0,3,10,21,3,8,148,94,21
62,1997,10,8,3,24,35,35,0,59,0,19,0,60,0,1,21,22,7,10,165,123,30
62,1997,11,6,4,14,30,23,0,41,0,22,0,46,3,3,13,24,3,4,131,90,22
62,1997,12,7,1,21,35,17,0,49,0,25,2,57,0,3,20,12,3,10,132,115,32
62,1998,1,5,4,25,30,37,0,30,0,27,1,39,4,1,9,20,6,8,138,91,16
62,1998,2,4,2,23,23,26,0,31,1,22,1,30,3,4,13,14,2,7,102,89,22
62,1998,3,6,0,15,33,25,0,42,0,13,0,48,2,2,8,27,1,11,144,78,16
62,1998,4,5,2,24,35,22,0,44,1,18,1,49,0,2,4,16,0,12,136,90,12
62,1998,5,9,7,16,43,36,0,47,1,15,0,62,1,2,10,25,6,9,182,88,21
62,1998,6,4,7,31,31,20,0,40,0,15,0,64,1,1,6,16,5,9,147,92,11
62,1998,7,7,2,12,31,25,0,51,0,11,0,65,0,0,4,19,5,10,152,78,11
62,1998,8,6,1,21,37,31,0,60,0,12,0,62,0,0,6,26,3,10,167,99,12
62,1998,9,8,3,18,44,19,0,35,0,27,0,46,8,1,6,18,7,4,134,86,15
62,1998,10,13,6,21,27,29,0,42,0,23,1,46,2,0,5,21,2,4,133,91,19
62,1998,11,3,3,14,27,25,0,45,1,15,0,39,0,2,9,14,4,3,111,83,14
62,1998,12,9,2,18,33,26,0,31,0,18,0,52,3,0,6,13,5,9,135,73,15
62,1999,1,7,0,8,20,12,0,34,0,12,0,40,0,5,6,16,2,4,92,60,18
62,1999,2,4,3,22,24,9,0,36,0,12,0,37,0,2,5,13,0,5,91,75,11
62,1999,3,6,2,12,20,25,0,59,0,3,0,33,0,4,1,11,2,6,97,75,11
62,1999,4,3,5,8,25,30,0,27,0,16,0,37,0,1,8,19,2,6,122,59,12
62,1999,5,5,0,19,35,31,0,44,0,15,1,46,0,0,9,18,3,10,140,87,15
62,1999,6,4,1,16,22,41,0,27,0,14,2,42,0,3,6,23,1,8,137,63,15
62,1999,7,7,4,21,36,22,0,28,1,18,1,56,0,1,4,23,2,7,148,71,13
62,1999,8,13,6,19,37,20,0,45,0,13,0,60,2,3,5,21,3,8,152,82,21
62,1999,9,8,1,24,41,25,0,45,0,15,0,34,1,2,5,18,1,7,126,89,15
62,1999,10,3,1,17,29,26,0,61,0,23,0,39,0,0,8,10,1,3,108,109,11
62,1999,11,3,5,25,29,15,0,51,0,10,0,43,1,3,5,9,4,11,112,91,11
62,1999,12,4,0,20,16,10,0,29,0,12,0,22,0,0,9,14,2,3,65,70,13
62,2000,1,5,0,26,32,24,0,22,0,18,0,31,1,0,8,15,2,6,108,74,13
62,2000,2,5,3,8,18,22,0,27,1,19,1,35,0,1,2,10,0,4,92,56,9
62,2000,3,2,0,15,28,31,0,44,1,11,0,56,4,3,6,25,1,5,145,76,11
62,2000,4,3,3,10,55,29,0,54,0,13,0,37,0,1,5,12,5,3,139,82,9
62,2000,5,5,3,17,32,26,0,75,1,14,0,64,0,0,7,19,2,3,147,113,12
62,2000,6,8,5,20,50,19,0,41,0,13,0,47,0,0,8,35,4,8,164,82,16
62,2000,7,3,7,17,51,21,0,59,0,8,0,42,1,4,8,20,4,4,145,92,15
62,2000,8,5,6,21,41,27,0,49,0,18,1,56,0,1,6,15,2,4,149,94,13
62,2000,9,6,3,17,35,20,0,52,1,16,0,38,0,0,5,25,0,4,125,90,11
62,2000,10,2,1,23,29,25,0,51,0,11,0,45,0,0,9,14,1,4,118,94,11
62,2000,11,5,4,19,33,27,0,50,0,17,0,25,2,2,5,15,2,1,105,91,12
62,2000,12,2,0,16,18,23,0,46,0,16,0,27,2,1,14,13,3,9,90,92,17
62,2001,1,1,3,17,24,24,0,45,0,6,0,40,1,0,11,7,0,4,102,79,12
62,2001,2,6,0,18,30,7,0,40,0,8,0,22,1,1,2,12,1,7,78,68,9
62,2001,3,5,1,16,24,16,0,50,0,6,0,57,4,0,5,12,3,5,115,77,10
62,2001,4,4,3,13,43,31,0,43,0,6,0,57,1,1,6,7,1,5,146,68,11
62,2001,5,5,13,20,26,30,0,48,0,6,0,56,2,1,12,17,0,5,147,86,18
62,2001,6,8,3,16,29,24,0,56,0,4,1,55,0,4,5,17,4,7,135,81,18
62,2001,7,7,5,17,30,26,0,52,0,4,1,71,0,1,10,10,6,8,150,83,19
62,2001,8,6,1,18,41,28,0,59,0,7,0,49,0,1,7,14,5,7,140,91,14
62,2001,9,9,6,17,30,24,0,56,0,6,0,50,11,2,7,9,3,6,125,86,18
62,2001,10,5,1,27,35,18,0,74,0,6,0,50,0,1,10,8,2,2,114,117,16
62,2001,11,3,4,21,22,21,0,41,0,2,1,44,1,1,5,13,5,6,110,69,10
62,2001,12,4,1,13,36,10,0,45,0,4,0,42,0,2,10,22,2,6,117,72,16
71,1991,1,4,1,24,19,20,0,26,5,14,0,33,2,0,9,16,1,2,91,73,13
71,1991,2,8,0,23,28,43,0,44,4,10,1,31,0,1,6,16,2,4,122,83,16
71,1991,3,5,2,20,40,20,0,40,2,17,0,41,1,2,11,26,1,4,133,88,18
71,1991,4,8,4,13,37,38,0,36,8,6,0,34,1,1,11,24,3,5,142,66,20
71,1991,5,14,4,16,53,37,0,45,5,19,0,57,5,2,10,44,4,5,200,90,26
71,1991,6,14,4,19,44,38,0,45,3,10,2,59,7,3,14,40,4,0,185,88,33
71,1991,7,11,2,29,47,20,0,36,7,15,0,57,9,1,11,40,3,1,167,91,23
71,1991,8,20,3,28,38,16,0,53,9,12,0,57,1,0,8,37,3,5,156,101,28
71,1991,9,4,0,24,53,17,0,48,2,16,1,49,2,0,10,31,2,1,151,98,15
71,1991,10,11,2,29,55,14,0,51,3,24,0,57,0,5,21,25,2,1,154,125,37
71,1991,11,6,4,23,41,16,0,46,3,18,1,16,1,0,9,20,2,4,101,96,16
71,1991,12,9,2,25,61,15,0,57,1,27,1,30,3,1,7,20,4,4,132,116,18
71,1992,1,13,1,24,47,22,0,70,5,16,0,35,4,0,13,29,2,5,139,123,26
71,1992,2,9,2,34,32,23,0,65,4,30,1,48,6,2,11,24,4,4,133,140,23
71,1992,3,7,4,41,46,22,0,50,4,19,1,60,4,0,6,20,1,4,156,116,14
71,1992,4,4,6,13,49,30,0,48,6,24,0,50,2,5,8,26,2,2,163,93,17
71,1992,5,3,3,23,57,21,0,54,4,13,1,55,5,1,5,44,4,3,183,95,10
71,1992,6,9,5,18,39,19,0,55,3,26,0,54,5,4,6,41,1,5,163,105,19
71,1992,7,10,3,22,57,36,0,64,7,19,0,43,8,2,4,24,3,1,164,109,16
71,1992,8,6,2,23,35,33,0,62,6,16,0,44,1,2,9,25,4,1,140,110,17
71,1992,9,6,1,28,40,15,0,52,3,12,0,28,2,0,9,19,3,2,105,101,15
71,1992,10,8,2,23,44,36,0,48,5,17,0,47,0,3,6,32,4,3,164,94,17
71,1992,11,4,2,27,39,7,0,57,1,15,0,26,1,2,7,17,2,5,96,106,13
71,1992,12,13,1,32,36,21,0,52,0,18,2,39,1,3,6,21,1,3,121,108,24
71,1993,1,5,1,27,31,24,0,57,0,21,0,35,0,0,24,21,0,5,117,129,29
71,1993,2,6,3,21,27,10,0,48,0,19,0,28,0,1,11,10,2,10,88,99,18
71,1993,3,6,0,28,30,10,0,76,3,15,0,30,1,1,15,20,2,3,93,134,22
71,1993,4,7,3,26,23,20,0,76,1,18,0,35,2,3,13,23,3,4,108,133,23
71,1993,5,9,2,16,31,22,0,51,2,13,0,31,2,0,7,15,3,6,107,87,16
71,1993,6,8,3,25,37,38,0,37,0,10,1,38,0,0,14,20,4,4,140,86,23
71,1993,7,12,4,30,29,21,0,40,1,17,3,36,1,0,13,29,3,5,124,100,28
71,1993,8,13,1,29,34,15,0,44,0,15,0,34,1,2,14,27,7,5,116,102,29
71,1993,9,5,2,27,33,42,0,44,0,16,0,34,2,1,11,15,1,8,134,98,17
71,1993,10,5,1,23,36,42,0,47,0,21,1,30,3,0,12,22,4,8,139,103,18
71,1993,11,13,0,34,31,28,0,41,2,17,0,41,2,0,18,13,1,8,121,110,31
71,1993,12,10,3,26,29,23,0,41,4,15,1,32,5,1,13,13,3,7,107,95,25
71,1994,1,3,0,19,19,29,0,22,0,11,1,23,5,1,5,14,2,6,91,57,10
71,1994,2,3,2,24,16,27,0,28,1,9,0,26,2,1,13,10,1,8,89,74,17
71,1994,3,3,2,29,23,38,0,47,0,17,0,35,2,2,7,17,0,7,122,100,12
71,1994,4,5,1,21,16,25,0,30,2,8,0,27,0,1,13,23,0,8,100,72,19
71,1994,5,6,0,19,29,26,0,46,0,15,0,43,6,0,6,23,3,4,125,86,12
71,1994,6,7,0,15,23,26,0,44,1,9,1,44,0,0,14,24,3,8,125,82,22
71,1994,7,8,1,25,24,51,0,46,0,15,1,47,2,3,11,33,1,6,162,97,23
71,1994,8,4,5,27,33,53,0,33,0,10,0,41,1,1,20,20,2,8,160,90,25
71,1994,9,12,1,25,23,51,0,31,1,7,4,33,9,1,19,20,0,7,135,82,36
71,1994,10,7,2,25,19,39,0,39,1,12,2,34,2,0,9,24,3,6,124,85,18
71,1994,11,9,3,20,33,21,0,39,2,17,2,29,0,0,15,28,2,6,120,91,26
71,1994,12,10,5,20,32,25,0,40,0,17,1,21,0,1,12,25,2,9,117,89,24
71,1995,1,9,0,16,24,25,0,57,0,7,1,41,2,3,16,14,2,11,115,96,29
71,1995,2,0,5,17,17,16,0,48,0,13,0,20,1,1,13,11,2,4,73,91,14
71,1995,3,5,1,15,28,15,0,37,0,11,1,29,4,0,8,18,2,10,101,71,14
71,1995,4,8,2,16,22,83,0,29,1,8,0,31,2,0,17,12,1,5,155,70,25
71,1995,5,4,3,30,16,9,0,33,0,14,0,35,9,2,8,23,4,5,91,85,14
71,1995,6,12,3,18,20,20,0,32,1,8,0,39,0,1,9,12,4,11,105,67,22
71,1995,7,8,5,17,39,41,0,54,0,8,0,34,0,4,11,22,0,8,149,90,23
71,1995,8,11,9,23,21,54,0,50,0,6,0,42,11,1,15,24,2,7,157,94,27
71,1995,9,10,4,25,31,36,0,35,0,7,0,43,0,2,5,14,1,5,133,72,17
71,1995,10,5,1,28,11,33,0,39,0,19,0,42,0,0,8,14,4,8,109,94,13
71,1995,11,5,2,10,13,43,0,43,0,11,0,15,1,2,6,12,2,2,87,70,13
71,1995,12,8,0,25,14,37,0,34,0,18,0,40,0,0,5,18,4,7,116,82,13
71,1996,1,5,1,19,17,45,0,31,1,10,0,37,0,1,6,11,4,2,113,66,12
71,1996,2,5,0,13,23,43,0,38,0,14,0,53,1,0,8,21,1,4,144,73,13
71,1996,3,3,2,14,23,56,0,21,0,12,1,35,3,4,2,19,1,7,142,49,10
71,1996,4,3,2,16,13,61,0,18,0,17,3,39,3,0,1,21,2,6,142,52,7
71,1996,5,6,2,18,19,27,0,31,1,16,0,51,2,0,9,21,2,6,126,74,15
71,1996,6,7,5,19,24,31,0,31,1,11,0,42,0,0,4,22,2,8,132,65,11
71,1996,7,4,3,16,22,43,0,35,0,13,0,46,1,0,6,21,1,10,145,70,10
71,1996,8,8,4,10,21,50,0,32,0,8,1,37,0,1,7,16,1,2,130,57,17
71,1996,9,4,4,19,16,19,0,41,0,12,0,43,2,0,5,17,1,5,104,77,9
71,1996,10,5,5,22,24,26,0,30,0,8,0,35,5,4,11,14,1,4,108,71,20
71,1996,11,6,3,23,18,43,0,36,0,8,0,34,3,0,6,9,3,3,110,73,12
71,1996,12,11,2,26,25,30,0,30,0,15,1,24,0,3,5,15,4,3,99,76,20
71,1997,1,3,3,8,14,47,0,26,1,14,1,36,0,2,16,10,2,5,115,64,22
71,1997,2,5,2,9,16,34,0,21,0,11,0,25,0,1,4,11,3,8,96,45,10
71,1997,3,7,2,15,15,52,0,14,0,16,0,30,0,0,16,13,0,2,114,61,23
71,1997,4,4,4,14,17,55,0,19,0,14,0,38,0,1,8,10,1,2,126,55,13
71,1997,5,7,0,12,21,36,0,28,0,9,0,27,0,1,5,15,1,5,104,54,13
71,1997,6,5,1,27,20,17,0,19,0,16,0,37,0,2,7,20,4,8,103,69,14
71,1997,7,2,2,18,18,31,0,28,0,5,0,45,0,0,8,6,1,5,107,59,10
71,1997,8,4,1,20,33,33,0,31,0,12,1,42,3,3,4,11,4,2,122,67,12
71,1997,9,2,2,19,24,48,0,37,0,9,2,35,0,1,5,10,0,7,126,70,10
71,1997,10,4,2,12,36,32,0,41,0,12,0,36,0,0,3,8,1,6,120,68,7
71,1997,11,2,0,10,32,20,0,49,0,15,0,16,2,0,2,9,0,3,80,76,4
71,1997,12,0,2,15,30,24,0,36,0,20,3,23,0,2,8,6,0,5,90,79,13
71,1998,1,4,1,12,21,26,0,22,0,14,0,40,0,0,6,10,0,5,103,54,10
71,1998,2,3,1,16,20,23,0,22,0,8,0,19,0,1,7,10,0,2,75,53,11
71,1998,3,2,1,15,11,30,0,22,0,17,1,31,0,1,2,15,3,5,93,56,6
71,1998,4,1,1,8,22,39,0,13,0,17,0,28,0,0,8,10,4,2,102,46,9
71,1998,5,9,7,14,23,34,0,38,0,11,0,48,0,2,4,13,0,5,130,67,15
71,1998,6,2,8,12,26,36,1,33,0,8,0,46,1,3,3,17,0,0,133,56,8
71,1998,7,7,0,19,23,40,0,25,1,14,1,42,0,3,5,7,1,6,118,63,16
71,1998,8,6,9,24,25,44,0,34,0,9,0,43,0,3,3,11,2,10,142,70,12
71,1998,9,5,1,15,18,46,0,39,0,19,1,45,3,2,5,10,3,5,125,78,13
71,1998,10,4,5,12,28,26,0,28,0,12,0,20,4,0,2,11,0,6,96,54,6
71,1998,11,9,2,20,20,30,0,26,0,7,0,26,1,2,3,7,1,3,88,56,14
71,1998,12,2,2,10,16,15,0,24,0,18,0,27,1,1,4,2,0,5,67,56,7
71,1999,1,3,1,4,5,19,0,11,0,14,1,29,0,1,2,9,1,3,66,31,7
71,1999,2,1,1,12,10,24,1,25,0,8,0,26,0,0,4,8,0,1,70,49,5
71,1999,3,4,1,9,11,27,0,26,0,7,5,18,0,1,5,4,2,4,65,47,15
71,1999,4,6,2,9,13,41,0,24,0,7,0,38,0,0,0,11,2,1,106,40,6
71,1999,5,5,5,14,32,29,0,38,0,18,0,29,0,1,4,13,0,5,113,74,10
71,1999,6,2,1,9,20,34,0,30,0,12,1,27,0,0,2,9,1,1,92,53,5
71,1999,7,2,2,8,21,26,0,42,0,7,0,28,0,1,4,7,0,6,90,61,7
71,1999,8,4,5,8,27,24,0,18,0,10,0,33,0,0,2,11,1,8,108,38,6
71,1999,9,3,0,10,22,24,0,28,0,4,0,25,2,0,2,8,1,6,85,44,5
71,1999,10,2,1,20,21,12,0,40,0,11,0,21,1,1,2,9,1,0,64,73,5
71,1999,11,0,4,16,24,8,0,46,0,11,0,13,0,0,6,7,0,1,57,79,6
71,1999,12,2,0,10,21,13,0,36,0,6,0,29,0,1,4,6,1,4,73,56,7
71,2000,1,1,1,9,18,12,0,23,0,13,0,15,0,0,1,6,1,3,55,46,2
71,2000,2,2,2,12,12,10,0,22,0,19,0,27,0,0,4,3,0,6,60,57,6
71,2000,3,3,0,13,23,13,0,32,0,13,0,21,0,0,4,9,1,1,67,62,7
71,2000,4,1,2,7,19,22,0,41,2,3,0,26,0,0,5,15,4,7,91,56,6
71,2000,5,6,4,9,17,24,0,51,0,3,0,28,2,1,5,9,4,4,86,68,12
71,2000,6,5,2,13,28,28,0,54,0,21,0,36,0,2,4,14,1,5,113,92,11
71,2000,7,2,6,14,22,25,0,55,2,2,0,32,1,2,3,8,3,5,98,74,7
71,2000,8,7,4,4,23,22,0,49,0,15,0,28,0,0,2,7,3,5,89,70,9
71,2000,9,7,1,8,21,19,0,40,0,16,0,28,0,0,7,11,1,3,83,71,14
71,2000,10,2,0,9,24,9,0,73,0,11,0,32,1,3,3,8,3,3,76,96,8
71,2000,11,1,3,10,22,15,0,50,0,14,0,24,5,2,6,9,1,2,75,80,9
71,2000,12,1,0,4,6,17,0,45,0,6,0,20,0,0,1,9,4,3,55,56,2
71,2001,1,3,0,3,15,13,0,42,0,2,0,27,2,0,9,3,2,1,59,56,12
71,2001,2,3,0,5,18,4,0,21,0,5,0,25,1,2,5,8,0,4,59,36,10
71,2001,3,2,1,10,11,12,0,43,0,3,0,35,0,0,5,15,2,6,80,61,7
71,2001,4,0,2,11,17,20,0,51,0,2,1,34,1,3,2,7,3,5,85,66,6
71,2001,5,4,4,7,19,18,0,40,0,3,0,46,2,1,4,13,1,1,101,54,9
71,2001,6,3,1,9,13,24,0,46,0,1,0,31,0,1,2,12,6,4,85,58,6
71,2001,7,1,6,7,12,27,0,50,0,8,0,40,1,0,4,17,9,6,108,69,5
71,2001,8,4,6,9,25,19,0,55,0,4,1,42,1,0,6,13,5,8,113,74,11
71,2001,9,2,4,13,15,16,0,60,0,1,2,42,7,3,2,10,3,3,90,76,9
71,2001,10,8,2,17,26,7,0,51,1,1,0,26,0,0,5,11,4,4,76,74,13
71,2001,11,2,2,13,24,15,0,46,0,5,0,34,1,0,3,9,6,2,86,67,5
71,2001,12,6,3,10,21,14,0,47,0,1,1,28,0,0,5,8,1,2,76,63,12
72,1991,1,7,3,48,66,12,0,75,4,24,3,68,0,4,10,37,6,5,191,157,24
72,1991,2,6,6,42,66,19,0,81,7,23,2,53,1,1,15,24,3,2,170,161,24
72,1991,3,14,6,51,71,12,0,62,11,36,1,82,0,3,21,44,5,4,219,170,39
72,1991,4,6,1,42,66,13,0,67,8,18,0,62,0,0,14,46,9,2,190,141,20
72,1991,5,7,9,34,65,5,0,93,15,24,0,89,0,3,12,47,7,2,217,163,22
72,1991,6,18,3,38,64,5,0,71,16,17,3,73,1,2,11,53,6,5,203,137,34
72,1991,7,7,2,40,80,16,0,103,21,25,0,79,5,3,6,64,4,0,241,174,16
72,1991,8,10,4,32,79,12,0,89,13,19,0,65,0,5,9,45,8,3,208,149,24
72,1991,9,4,4,46,83,6,0,89,5,26,0,56,0,2,9,31,3,4,184,170,15
72,1991,10,13,4,54,107,8,0,89,4,22,1,79,0,2,11,43,9,3,244,176,27
72,1991,11,6,4,60,73,5,0,93,9,18,0,50,0,3,12,32,5,3,167,183,21
72,1991,12,8,2,53,55,7,0,103,4,16,2,50,1,3,16,18,1,3,135,188,29
72,1992,1,8,3,68,75,7,0,77,7,34,0,37,0,3,11,34,4,3,159,190,22
72,1992,2,7,5,40,76,8,0,85,3,30,1,43,3,2,8,26,5,2,160,163,18
72,1992,3,5,5,70,74,18,0,76,8,15,3,48,2,1,20,45,5,2,192,181,29
72,1992,4,3,7,58,84,18,0,63,7,24,0,53,0,1,13,37,6,4,203,158,17
72,1992,5,5,3,58,79,13,0,74,6,27,1,70,2,1,15,41,5,3,209,174,22
72,1992,6,6,4,67,71,5,0,107,5,26,1,63,1,4,12,51,3,2,196,212,23
72,1992,7,6,22,79,76,6,0,80,6,15,0,74,0,3,15,41,5,2,221,189,24
72,1992,8,13,5,72,66,9,0,92,4,21,0,53,0,3,17,28,6,0,161,202,33
72,1992,9,8,8,58,68,12,0,77,2,18,0,66,0,1,11,52,8,3,209,164,20
72,1992,10,7,5,96,104,26,0,75,5,16,0,63,0,0,12,38,6,4,240,199,19
72,1992,11,15,7,57,53,9,0,76,1,17,0,47,1,0,20,29,10,15,160,170,35
72,1992,12,10,3,45,50,19,0,70,2,28,1,52,1,7,20,38,5,15,177,163,38
72,1993,1,11,2,52,43,13,0,81,3,34,3,58,0,2,16,42,8,3,161,183,32
72,1993,2,8,2,47,49,8,0,61,2,25,1,44,0,0,23,30,6,5,138,156,32
72,1993,3,9,2,57,58,20,0,64,3,23,2,63,1,1,10,35,5,4,182,154,22
72,1993,4,8,3,74,75,10,0,69,0,30,0,59,0,1,19,35,2,9,191,192,28
72,1993,5,9,10,49,58,21,1,64,1,17,1,56,0,0,17,40,6,13,198,147,27
72,1993,6,6,4,45,45,28,0,54,0,24,0,54,0,6,13,37,4,8,176,136,25
72,1993,7,17,1,56,66,14,0,62,1,23,2,70,3,2,22,40,3,20,211,163,43
72,1993,8,15,1,59,53,19,0,63,1,21,2,70,0,3,16,36,5,8,187,159,36
72,1993,9,12,8,52,42,21,0,71,0,23,1,57,0,2,21,29,7,14,171,167,36
72,1993,10,15,0,58,50,25,0,91,0,26,0,52,1,3,19,31,12,15,173,194,37
72,1993,11,8,4,64,68,33,0,81,0,21,1,40,2,1,9,30,5,4,179,175,19
72,1993,12,6,6,37,44,11,0,54,2,25,1,70,6,2,20,26,6,13,170,136,29
72,1994,1,12,3,26,41,22,0,68,1,14,1,49,3,0,11,28,4,8,151,119,24
72,1994,2,7,0,38,35,23,0,33,1,21,1,37,2,0,10,31,6,6,132,102,18
72,1994,3,8,4,56,32,34,0,61,2,18,0,69,1,0,11,36,5,9,184,146,19
72,1994,4,13,3,48,47,26,0,65,0,24,2,49,3,1,15,44,5,8,177,152,31
72,1994,5,10,1,47,59,28,0,60,1,27,0,49,4,0,23,44,7,11,192,157,33
72,1994,6,14,6,62,46,25,0,68,0,20,0,51,0,1,9,34,4,8,170,159,24
72,1994,7,9,8,60,56,28,0,61,1,22,2,54,0,2,17,44,2,16,206,160,30
72,1994,8,16,8,70,62,42,0,69,0,18,1,67,0,2,10,42,4,18,239,167,29
72,1994,9,6,11,41,47,28,0,56,0,15,0,40,7,3,14,34,5,9,169,126,23
72,1994,10,15,7,38,39,24,0,51,2,16,1,64,4,2,19,34,7,14,182,124,37
72,1994,11,14,5,38,46,17,0,45,0,11,0,57,1,2,19,28,5,6,159,113,35
72,1994,12,12,1,47,48,29,0,67,0,14,1,39,0,0,32,24,5,8,149,160,45
72,1995,1,10,3,27,43,33,0,58,0,12,3,54,8,0,21,27,3,10,170,118,34
72,1995,2,7,1,30,29,17,0,47,0,9,0,53,1,0,14,25,3,9,134,100,21
72,1995,3,8,3,46,41,19,0,72,1,13,0,54,5,2,12,31,9,12,160,143,22
72,1995,4,7,3,48,57,38,0,74,1,20,0,67,4,1,13,39,4,8,212,155,21
72,1995,5,16,3,62,65,31,0,58,0,18,0,53,5,1,15,40,3,5,197,153,32
72,1995,6,13,9,43,55,28,0,76,1,16,2,78,0,1,15,47,3,9,226,150,31
72,1995,7,16,8,68,51,18,0,104,0,14,1,77,1,2,13,35,7,13,202,199,32
72,1995,8,8,4,73,51,22,0,66,0,18,1,52,1,2,14,52,2,10,191,171,25
72,1995,9,7,7,50,73,27,0,68,0,19,1,61,1,2,14,23,5,13,204,151,24
72,1995,10,7,0,77,54,30,0,62,0,17,3,91,0,2,11,36,5,9,220,167,23
72,1995,11,12,5,39,64,21,0,56,1,21,1,69,2,0,17,31,8,10,200,133,30
72,1995,12,6,0,37,46,26,0,73,1,28,0,79,0,2,14,43,9,10,204,152,22
72,1996,1,2,5,28,29,39,0,40,0,27,0,74,0,0,15,27,3,6,180,110,17
72,1996,2,4,1,30,43,30,0,46,2,20,0,74,0,1,8,31,2,10,189,104,13
72,1996,3,6,0,34,33,36,0,50,1,21,0,73,1,4,9,35,4,13,190,114,19
72,1996,4,6,6,42,38,54,0,49,0,20,1,67,0,1,16,34,6,15,214,127,24
72,1996,5,6,4,32,51,30,0,52,1,23,1,92,3,2,11,43,1,17,237,118,20
72,1996,6,13,5,57,58,28,0,70,2,18,0,72,1,3,16,39,5,7,209,161,32
72,1996,7,10,3,30,46,25,0,82,0,23,1,86,2,7,14,40,4,15,215,149,32
72,1996,8,9,2,30,63,40,0,71,1,27,1,59,1,5,12,34,4,14,212,140,27
72,1996,9,5,5,29,45,39,0,58,0,16,0,64,1,0,16,30,5,6,189,119,21
72,1996,10,13,7,59,50,39,0,62,0,12,0,61,0,1,10,31,5,9,197,143,24
72,1996,11,6,3,60,35,51,0,54,0,18,0,63,2,0,15,29,7,7,188,147,21
72,1996,12,9,4,64,38,34,0,41,0,16,0,50,0,2,14,27,3,11,164,135,25
72,1997,1,5,3,40,29,30,1,41,1,31,0,57,1,0,19,33,9,7,159,131,24
72,1997,2,6,3,58,37,43,0,26,0,20,0,50,0,2,15,20,10,9,162,119,23
72,1997,3,6,2,45,35,34,0,36,0,25,0,49,3,2,18,29,4,6,155,124,26
72,1997,4,13,2,28,52,33,0,44,2,19,0,61,0,3,10,29,3,4,181,101,26
72,1997,5,10,6,29,43,30,0,45,1,23,1,69,0,0,10,27,3,8,183,107,21
72,1997,6,7,0,27,48,16,0,59,2,19,1,77,0,6,8,45,3,16,202,113,22
72,1997,7,14,1,38,54,36,0,42,1,22,3,82,0,2,16,35,3,9,217,118,35
72,1997,8,5,4,37,36,50,0,53,0,17,1,71,0,0,13,24,2,13,198,120,19
72,1997,9,6,4,42,35,33,0,51,0,19,0,63,0,3,8,26,1,6,167,120,17
72,1997,10,5,8,32,38,29,1,54,0,23,0,74,0,0,14,21,10,9,179,123,19
72,1997,11,8,2,33,51,19,0,62,0,38,0,54,0,3,24,22,6,5,153,157,35
72,1997,12,5,3,32,43,30,0,58,0,35,2,61,0,2,17,24,2,7,168,142,26
