 BEATPLUS,YEAR,MONTH,AGGASS,ARSON,BURGLARY,CMIS,DRUGS,GAMBLING,LARCENY,MENACING,MVTHEFT,MURDER_MANSLAUGHTER,DISCONDUCT,PROSTITUTION,RAPE,ROBBERY,SIMPASS,TRESPASS,WEAPONS,VCI,P1P,P1V
41,2001,7,2,0,11,22,10,0,64,0,5,0,33,1,0,7,10,4,3,78,87,9
41,2001,8,0,0,13,19,18,0,42,0,1,0,41,1,0,3,10,1,4,92,59,3
41,2001,9,1,0,12,13,6,0,48,0,2,0,29,1,0,1,5,2,3,56,63,2
41,2001,10,2,0,8,21,5,0,50,0,0,0,33,2,0,4,5,4,3,67,62,6
41,2001,11,0,1,9,29,4,0,43,0,0,0,24,0,0,5,4,5,1,63,57,5
41,2001,12,2,1,11,24,9,0,39,0,1,0,27,1,0,6,1,2,0,62,57,8
42,1991,1,0,1,8,9,0,0,37,0,11,0,13,0,0,3,9,1,0,32,59,3
42,1991,2,0,0,13,12,0,0,51,0,6,0,20,0,0,2,8,2,0,40,72,2
42,1991,3,0,0,13,14,1,0,46,0,4,0,15,0,0,3,7,5,0,37,66,3
42,1991,4,0,0,18,14,0,0,36,1,7,0,20,0,0,0,6,2,0,40,61,0
42,1991,5,0,0,10,15,0,0,64,0,7,0,18,0,2,4,11,1,0,44,85,6
42,1991,6,1,0,11,18,0,0,56,2,2,0,21,0,1,4,4,3,0,43,73,6
42,1991,7,0,0,26,18,2,0,68,0,1,0,23,0,1,0,12,3,0,55,95,1
42,1991,8,0,0,21,18,2,0,55,0,9,0,16,0,0,2,2,4,0,38,87,2
42,1991,9,0,1,13,26,4,0,62,0,12,0,19,0,0,6,7,8,0,57,93,6
42,1991,10,0,1,23,11,0,0,70,0,9,2,18,0,0,4,6,3,1,37,106,6
42,1991,11,0,0,10,10,0,0,42,0,6,0,15,0,1,3,11,3,0,36,61,4
42,1991,12,1,0,10,22,1,0,55,1,10,0,13,0,0,3,7,5,0,43,78,4
42,1992,1,0,0,8,11,1,0,48,2,6,0,18,0,0,2,8,5,0,38,64,2
42,1992,2,0,0,9,13,1,0,44,0,7,0,18,0,0,0,9,10,1,42,60,0
42,1992,3,2,1,8,13,0,0,31,0,4,0,24,0,2,0,4,5,0,42,43,4
42,1992,4,0,1,7,14,1,0,51,0,5,0,20,0,1,1,3,6,0,39,64,2
42,1992,5,0,0,6,21,1,0,52,0,7,0,13,0,1,4,4,7,0,39,69,5
42,1992,6,1,0,9,12,0,0,56,0,6,0,17,1,0,2,6,5,0,35,73,3
42,1992,7,2,0,12,22,0,0,55,1,7,0,14,0,0,0,6,4,0,42,74,2
42,1992,8,0,0,14,10,0,0,59,0,3,0,13,0,0,3,9,5,1,33,79,3
42,1992,9,0,0,8,13,2,0,54,0,9,0,19,1,0,1,13,5,0,47,72,1
42,1992,10,0,0,9,7,2,0,47,2,5,0,21,0,0,3,3,4,2,35,64,3
42,1992,11,0,0,17,12,0,0,48,0,6,0,18,0,0,4,7,3,0,37,75,4
42,1992,12,1,0,7,15,2,0,39,0,5,0,28,0,1,3,4,1,3,52,54,5
42,1993,1,0,1,4,4,0,0,46,0,5,0,23,0,1,3,6,1,4,38,58,4
42,1993,2,0,1,6,8,0,0,23,0,8,0,19,0,0,2,3,0,0,31,39,2
42,1993,3,1,1,7,6,1,0,44,1,3,0,22,0,0,2,8,2,1,39,56,3
42,1993,4,0,0,9,13,0,0,36,1,4,0,22,1,1,2,7,5,0,42,51,3
42,1993,5,0,0,19,11,0,0,51,0,5,0,23,0,0,1,12,1,3,49,76,1
42,1993,6,0,0,10,6,2,0,66,1,5,0,14,0,0,5,6,12,0,28,86,5
42,1993,7,0,0,17,13,3,0,51,0,2,0,16,0,1,5,12,2,0,44,75,6
42,1993,8,1,0,25,13,0,0,50,0,7,0,25,1,0,2,10,5,0,48,84,3
42,1993,9,0,0,14,10,1,0,59,0,7,0,13,0,0,1,5,1,0,29,81,1
42,1993,10,1,0,10,14,2,0,40,0,10,0,23,0,0,3,6,4,1,46,63,4
42,1993,11,1,0,13,5,1,0,47,0,5,0,14,0,0,5,5,4,1,26,70,6
42,1993,12,1,0,10,8,0,0,34,0,9,0,22,0,0,5,6,6,1,37,58,6
42,1994,1,0,0,5,5,0,0,32,0,6,0,18,0,1,5,8,2,0,31,48,6
42,1994,2,2,0,3,3,0,0,22,0,4,0,16,0,0,3,9,3,0,28,32,5
42,1994,3,1,0,3,17,1,0,47,0,2,0,20,0,0,4,9,6,1,48,56,5
42,1994,4,0,0,5,12,0,0,47,0,3,0,21,0,0,2,8,2,2,43,57,2
42,1994,5,1,1,10,15,0,0,42,0,2,0,18,0,0,3,6,1,0,40,57,4
42,1994,6,0,0,7,12,1,0,41,1,7,0,13,0,0,2,11,1,0,37,57,2
42,1994,7,0,0,10,12,1,0,48,1,6,0,15,0,0,2,6,4,0,34,66,2
42,1994,8,0,0,11,15,0,0,52,0,4,0,14,0,1,1,7,2,0,36,68,2
42,1994,9,0,0,15,10,0,0,47,0,7,0,11,0,0,1,10,4,0,31,70,1
42,1994,10,2,0,25,11,0,0,46,0,10,0,19,0,0,2,11,4,0,41,83,4
42,1994,11,2,1,25,10,0,0,48,0,3,0,22,0,0,1,8,2,2,43,77,3
42,1994,12,0,0,22,14,0,0,49,0,5,0,14,0,0,1,6,1,5,39,77,1
42,1995,1,1,0,13,4,0,0,34,0,6,0,18,0,0,2,10,1,0,32,55,3
42,1995,2,0,0,11,4,1,0,31,0,4,0,18,0,2,1,9,2,0,32,47,3
42,1995,3,0,2,14,12,0,0,41,0,3,0,15,0,0,0,8,4,0,37,58,0
42,1995,4,0,0,11,14,0,0,38,0,6,0,25,0,0,1,8,3,0,47,56,1
42,1995,5,1,0,13,15,1,0,63,0,2,0,12,0,1,2,3,2,2,33,80,4
42,1995,6,0,0,20,14,0,0,63,0,7,0,15,0,0,1,5,10,0,34,91,1
42,1995,7,0,0,12,11,0,0,61,0,8,0,13,0,1,1,7,7,3,34,82,2
42,1995,8,0,1,19,7,0,0,46,0,7,0,9,0,1,3,3,4,0,20,75,4
42,1995,9,0,0,11,11,0,0,57,0,1,0,20,0,0,1,12,5,2,45,70,1
42,1995,10,0,0,18,12,1,0,59,0,7,0,16,0,0,8,6,8,1,36,92,8
42,1995,11,1,2,16,7,4,0,49,1,6,0,18,0,0,1,9,2,0,40,72,2
42,1995,12,0,0,14,7,0,0,49,0,6,0,18,0,0,2,8,5,0,33,71,2
42,1996,1,0,0,5,6,1,0,39,0,4,0,21,0,1,1,7,1,1,36,49,2
42,1996,2,2,0,7,12,1,0,62,0,7,0,24,0,0,0,6,3,0,43,76,2
42,1996,3,0,0,8,8,0,0,45,0,8,0,20,1,0,3,3,2,1,32,64,3
42,1996,4,0,0,3,9,1,0,55,0,11,0,18,0,1,0,8,4,1,37,69,1
42,1996,5,0,0,7,10,0,0,38,0,6,0,23,0,0,1,10,6,0,43,52,1
42,1996,6,1,0,16,15,0,0,37,0,5,0,12,0,0,1,5,6,0,32,59,2
42,1996,7,0,1,15,8,1,0,45,0,2,0,15,0,1,1,8,1,0,33,63,2
42,1996,8,0,2,11,9,0,0,55,0,3,0,19,0,1,3,4,7,0,34,72,4
42,1996,9,1,3,12,11,0,0,53,0,7,0,17,0,1,4,3,2,0,34,76,6
42,1996,10,0,0,10,10,0,0,57,0,13,0,29,0,0,5,6,5,1,46,85,5
42,1996,11,0,0,14,16,0,0,65,0,15,0,13,0,0,5,5,3,2,36,99,5
42,1996,12,0,1,19,12,0,0,60,0,14,0,12,0,0,2,4,4,2,31,95,2
42,1997,1,0,0,11,7,1,0,34,0,6,0,15,0,0,1,6,3,0,29,52,1
42,1997,2,3,0,7,9,0,0,39,0,9,0,17,0,0,2,5,5,0,31,57,5
42,1997,3,0,1,5,9,1,0,43,0,7,0,19,0,0,2,1,2,0,31,57,2
42,1997,4,0,0,4,10,0,0,60,0,8,0,21,0,0,2,2,6,0,33,74,2
42,1997,5,0,0,19,14,0,0,52,0,9,0,18,0,1,1,8,6,1,41,81,2
42,1997,6,0,0,15,9,0,0,48,0,8,0,21,0,0,2,2,4,1,33,73,2
42,1997,7,0,1,24,9,0,0,47,0,6,0,18,0,0,0,5,3,0,33,77,0
42,1997,8,0,0,15,14,2,0,52,0,5,0,16,0,0,6,1,0,0,33,78,6
42,1997,9,0,0,4,11,0,0,52,0,1,0,20,0,0,2,4,6,0,35,59,2
42,1997,10,0,0,12,7,1,0,41,0,8,0,17,0,0,2,4,0,0,29,63,2
42,1997,11,0,0,15,5,1,0,48,0,1,0,14,0,0,3,2,3,0,22,67,3
42,1997,12,1,0,14,8,0,0,47,0,6,0,12,0,1,7,3,2,2,25,74,9
42,1998,1,0,0,15,13,0,0,50,0,5,0,13,0,1,3,1,2,0,27,73,4
42,1998,2,0,0,15,12,2,0,27,1,8,0,11,0,1,4,4,0,0,29,54,5
42,1998,3,0,0,13,15,0,0,39,0,7,1,10,0,0,3,3,3,0,28,62,4
42,1998,4,0,0,2,6,0,0,32,0,5,0,18,0,0,3,4,3,0,28,42,3
42,1998,5,1,0,13,9,2,0,54,0,1,0,16,0,0,2,6,1,0,33,70,3
42,1998,6,0,0,5,10,0,0,27,0,5,0,16,0,0,1,5,3,0,31,38,1
42,1998,7,1,0,19,7,1,0,43,0,4,0,14,0,1,2,2,1,0,24,68,4
42,1998,8,0,0,20,11,0,0,42,0,1,0,17,0,0,5,2,4,1,31,68,5
42,1998,9,0,0,7,5,0,0,38,0,3,0,18,0,0,2,2,5,0,25,50,2
42,1998,10,1,0,11,15,0,0,56,0,5,0,11,0,0,2,9,1,0,35,74,3
42,1998,11,0,0,6,12,0,0,44,1,5,0,13,0,0,4,3,3,0,28,59,4
42,1998,12,0,0,6,15,0,0,60,0,2,0,13,0,1,1,6,2,0,34,69,2
42,1999,1,0,0,8,16,1,0,33,0,5,0,9,0,0,4,1,1,1,28,50,4
42,1999,2,4,2,7,5,1,0,30,0,2,0,13,0,1,2,4,1,0,25,41,7
42,1999,3,0,1,8,11,0,0,36,1,4,0,13,0,0,1,3,1,0,28,49,1
42,1999,4,0,0,10,7,0,0,53,0,5,0,13,0,0,5,1,1,0,21,73,5
42,1999,5,2,0,4,7,0,0,42,0,8,0,19,0,0,1,2,1,1,29,55,3
42,1999,6,0,0,8,4,1,0,46,0,1,0,15,0,0,1,0,1,0,20,56,1
42,1999,7,0,0,10,7,1,0,33,0,2,0,20,0,1,2,4,5,0,32,47,3
42,1999,8,0,0,8,17,0,0,31,0,2,0,17,0,0,3,3,2,0,37,44,3
42,1999,9,2,0,6,13,1,0,29,0,7,0,11,0,0,0,3,4,0,28,42,2
42,1999,10,0,1,8,19,2,0,31,0,6,0,14,0,1,1,0,4,1,37,46,2
42,1999,11,0,0,5,10,0,0,31,0,2,0,17,0,0,1,3,0,0,30,39,1
42,1999,12,0,1,2,4,0,0,46,0,5,0,6,0,0,1,1,4,0,12,54,1
42,2000,1,0,0,8,4,0,0,34,0,0,0,18,0,0,0,5,2,0,27,42,0
42,2000,2,0,0,5,7,1,0,30,0,2,0,14,0,0,2,2,2,0,24,39,2
42,2000,3,1,0,6,9,0,0,27,0,7,0,16,0,1,0,1,2,0,26,40,2
42,2000,4,0,0,2,15,0,0,32,1,5,0,8,0,1,0,3,2,0,26,39,1
42,2000,5,0,0,5,18,0,0,52,0,6,0,14,0,0,0,0,1,0,32,63,0
42,2000,6,0,0,2,6,0,0,47,1,3,0,11,0,0,1,1,0,2,20,53,1
42,2000,7,0,0,1,10,0,0,54,1,3,0,26,0,0,3,4,1,1,41,61,3
42,2000,8,0,0,4,11,0,0,42,0,7,0,14,0,0,3,2,1,2,29,56,3
42,2000,9,1,0,10,5,1,0,39,0,0,0,20,0,0,0,5,3,0,31,49,1
42,2000,10,0,0,0,13,1,0,77,0,9,0,13,0,0,3,4,3,0,31,89,3
42,2000,11,0,0,2,17,0,0,45,0,3,0,14,0,0,3,2,2,0,33,53,3
42,2000,12,0,0,3,11,0,0,45,0,1,0,15,0,0,2,4,0,2,32,51,2
42,2001,1,0,0,4,7,0,0,58,1,1,0,22,0,0,1,4,0,2,35,64,1
42,2001,2,0,0,7,7,0,0,27,0,0,0,7,0,1,0,3,0,0,17,34,1
42,2001,3,1,1,1,11,1,0,54,0,1,0,16,0,1,1,3,0,1,33,57,3
42,2001,4,0,0,8,9,0,0,36,0,1,0,21,2,0,1,7,2,0,37,46,1
42,2001,5,0,0,10,13,1,0,64,0,1,0,30,0,0,1,4,2,0,48,76,1
42,2001,6,1,0,3,15,1,0,49,0,0,0,18,0,0,4,4,1,1,39,56,5
42,2001,7,0,0,8,13,0,0,61,0,0,0,19,0,0,3,4,2,0,36,72,3
42,2001,8,0,0,9,10,1,0,48,0,0,0,22,0,0,0,2,2,1,36,57,0
42,2001,9,0,0,3,7,0,0,45,0,0,0,17,0,0,0,6,3,1,31,48,0
42,2001,10,0,0,6,15,1,0,42,0,1,0,12,0,0,1,6,2,1,35,50,1
42,2001,11,0,0,7,8,0,0,37,0,0,0,19,0,0,1,3,2,0,30,45,1
42,2001,12,0,0,6,13,0,0,46,0,1,0,8,0,0,4,2,1,0,23,57,4
43,1991,1,1,0,20,32,1,0,77,1,10,0,45,1,1,5,19,2,1,98,112,7
43,1991,2,1,1,19,44,0,0,81,3,19,0,37,0,1,4,13,5,2,97,123,6
43,1991,3,1,1,21,43,3,0,103,4,13,0,42,0,0,5,19,2,1,109,142,6
43,1991,4,2,3,35,55,0,0,96,2,13,0,63,0,1,7,15,5,2,138,151,10
43,1991,5,1,1,40,33,2,0,103,2,20,0,37,0,0,3,19,7,0,92,166,4
43,1991,6,2,2,25,41,0,0,111,1,7,0,39,0,2,11,19,5,1,102,154,15
43,1991,7,1,0,63,61,2,0,141,5,14,0,37,0,1,5,23,8,1,124,223,7
43,1991,8,2,1,62,44,3,0,151,5,11,1,32,0,0,8,18,4,1,99,232,11
43,1991,9,3,0,49,21,2,0,98,2,8,1,29,0,1,12,13,8,2,67,167,17
43,1991,10,4,1,46,52,1,0,106,1,12,0,36,2,1,4,11,3,0,101,168,9
43,1991,11,3,0,43,38,0,0,95,3,3,0,43,0,1,10,11,7,2,94,151,14
43,1991,12,2,1,48,27,0,0,86,1,8,1,30,0,2,10,7,3,0,65,152,15
43,1992,1,0,1,38,40,4,0,93,3,14,0,29,1,0,5,15,5,2,91,150,5
43,1992,2,0,4,33,38,3,0,65,2,8,0,26,0,1,4,20,3,1,92,110,5
43,1992,3,3,0,20,35,8,0,87,1,9,0,45,1,1,5,16,5,3,107,121,9
43,1992,4,1,3,27,33,1,0,63,3,11,0,28,0,2,3,15,4,0,80,104,6
43,1992,5,3,3,40,50,3,0,92,2,16,0,42,1,0,2,27,3,0,125,150,5
43,1992,6,3,1,49,41,1,0,96,1,20,1,28,0,0,2,12,5,1,84,167,6
43,1992,7,3,1,47,42,2,0,88,4,14,0,36,1,1,7,15,5,1,97,156,11
43,1992,8,3,2,49,56,0,0,108,0,24,0,42,0,0,3,17,7,1,118,184,6
43,1992,9,1,2,41,37,3,0,73,2,12,0,37,0,0,6,11,4,1,91,132,7
43,1992,10,1,1,49,48,5,0,67,5,21,0,35,1,2,12,14,4,4,107,149,15
43,1992,11,2,1,37,32,0,0,69,2,18,0,34,0,0,4,16,0,1,84,128,6
43,1992,12,2,1,26,36,4,0,72,0,10,0,36,0,1,6,10,6,5,92,114,9
43,1993,1,0,2,20,35,3,0,67,1,15,0,35,0,3,7,18,9,2,95,109,10
43,1993,2,2,1,16,16,1,0,44,0,14,0,27,0,0,3,8,3,5,58,77,5
43,1993,3,2,0,20,22,3,0,41,0,14,0,30,0,0,5,6,3,4,65,80,7
43,1993,4,4,0,42,30,4,0,57,0,11,1,42,0,0,7,19,2,4,99,117,12
43,1993,5,2,4,26,37,1,0,79,1,15,0,26,1,1,8,21,6,4,93,128,11
43,1993,6,4,1,26,35,3,0,82,0,21,0,23,0,1,5,15,8,2,79,134,10
43,1993,7,3,1,39,29,3,0,71,0,12,0,42,1,1,2,10,4,5,90,124,6
43,1993,8,0,1,35,22,2,0,79,0,16,0,36,0,1,4,12,5,3,76,134,5
43,1993,9,3,2,24,31,1,0,62,0,9,0,34,0,2,4,13,4,5,86,99,9
43,1993,10,3,1,34,32,8,0,70,0,12,0,30,0,0,15,11,5,10,92,131,18
43,1993,11,3,2,23,14,2,0,74,0,13,0,41,0,1,8,8,2,6,73,118,12
43,1993,12,1,2,22,22,1,0,67,1,14,0,27,0,1,3,9,5,4,65,106,5
43,1994,1,0,0,7,19,1,0,42,0,12,0,25,0,0,3,11,1,3,59,64,3
43,1994,2,2,4,13,20,1,0,25,0,7,0,33,0,0,6,9,3,3,70,51,8
43,1994,3,0,2,15,23,6,0,53,0,7,0,32,4,0,6,12,0,5,80,81,6
43,1994,4,0,0,16,26,2,0,58,0,9,0,16,0,1,3,11,3,8,63,86,4
43,1994,5,4,1,26,26,4,0,51,0,16,0,33,0,0,5,15,8,4,83,98,9
43,1994,6,2,35,33,26,6,0,59,1,16,0,33,0,0,3,12,4,9,121,111,5
43,1994,7,10,3,39,31,2,0,76,0,15,0,43,2,0,5,9,6,6,94,135,15
43,1994,8,3,0,41,41,5,0,81,0,13,0,23,0,1,12,16,2,4,89,147,16
43,1994,9,3,3,32,23,2,0,87,0,13,0,29,1,0,4,9,5,1,67,136,7
43,1994,10,4,1,26,29,2,0,61,1,14,0,45,0,3,4,14,1,3,94,105,11
43,1994,11,6,0,41,32,3,0,73,0,9,0,27,1,0,5,8,2,4,74,128,11
43,1994,12,1,10,39,25,2,0,75,0,17,0,29,1,0,13,18,0,4,88,144,14
43,1995,1,0,1,26,34,2,0,90,1,15,0,34,1,1,5,12,4,2,85,136,6
43,1995,2,3,2,16,30,3,0,44,1,6,0,23,2,0,9,7,3,3,68,75,12
43,1995,3,1,0,17,31,5,0,98,0,11,0,35,0,1,4,7,1,8,86,130,6
43,1995,4,3,0,19,28,2,0,69,1,9,0,37,1,1,4,10,2,4,81,101,8
43,1995,5,1,8,20,30,3,0,64,0,21,3,33,4,0,1,15,6,4,93,106,5
43,1995,6,1,2,24,27,2,0,60,1,7,1,47,1,1,4,8,3,5,91,95,7
43,1995,7,2,1,22,29,11,0,72,0,8,1,44,0,0,3,9,5,3,97,105,6
43,1995,8,0,2,28,32,6,0,79,1,16,2,36,3,0,8,12,5,2,90,131,10
43,1995,9,2,1,22,35,5,0,61,1,3,1,30,2,0,4,9,2,2,82,90,7
43,1995,10,1,1,23,26,0,0,72,1,21,0,33,0,2,10,9,4,3,72,126,13
43,1995,11,3,1,25,32,8,0,68,1,10,0,36,0,0,6,13,2,3,93,109,9
43,1995,12,3,3,22,25,2,0,51,0,8,0,32,0,0,5,8,2,4,74,86,8
43,1996,1,2,0,22,31,2,0,40,0,8,0,33,1,1,9,8,5,4,78,79,12
43,1996,2,2,0,14,22,5,0,48,0,8,0,38,0,0,3,8,2,1,74,73,5
43,1996,3,3,0,12,23,3,0,66,0,16,0,28,2,0,6,11,2,2,67,100,9
43,1996,4,2,0,8,27,3,0,32,1,10,0,40,1,2,4,8,1,4,82,54,8
43,1996,5,1,0,17,17,3,0,60,0,11,0,46,2,0,3,6,10,1,73,91,4
43,1996,6,1,0,23,23,2,0,74,0,16,0,33,0,1,7,14,2,4,76,120,9
43,1996,7,1,0,26,22,3,0,78,1,12,0,38,0,0,5,15,3,0,78,121,6
43,1996,8,4,1,35,42,4,0,103,0,17,0,47,0,0,4,9,3,1,104,159,8
43,1996,9,1,3,28,31,5,0,66,0,14,0,25,3,0,5,12,4,3,79,113,6
43,1996,10,1,1,18,31,4,0,65,0,14,0,22,0,0,6,8,1,1,67,103,7
43,1996,11,0,0,19,19,5,0,46,0,19,0,26,1,2,5,13,5,7,70,89,7
43,1996,12,2,0,21,40,1,0,48,1,29,0,32,0,0,5,7,2,0,80,103,7
43,1997,1,1,0,24,22,2,0,61,1,11,2,39,2,0,9,11,6,1,75,105,12
43,1997,2,1,0,11,18,2,0,49,0,10,0,22,0,0,2,6,0,4,52,72,3
43,1997,3,2,0,16,25,3,0,69,0,12,0,30,0,1,1,6,2,4,68,98,4
43,1997,4,5,0,11,39,6,0,68,1,15,0,37,0,1,7,7,2,1,90,101,13
43,1997,5,3,1,25,41,3,0,90,1,17,0,35,0,2,5,7,7,2,89,137,10
43,1997,6,0,1,16,21,5,0,51,0,4,0,33,1,2,7,13,3,1,74,78,9
43,1997,7,0,1,30,18,10,0,70,0,10,1,38,1,0,6,7,1,4,78,116,7
43,1997,8,2,0,28,33,5,0,74,1,20,0,30,0,0,4,12,4,0,80,126,6
43,1997,9,0,0,14,20,10,0,88,0,14,0,35,0,0,8,8,5,4,77,124,8
43,1997,10,1,0,20,28,12,0,65,0,17,0,33,0,0,3,7,2,2,82,105,4
43,1997,11,1,1,7,29,8,0,62,1,13,0,27,1,2,4,7,2,4,76,86,7
43,1997,12,2,2,8,24,3,0,73,0,18,0,25,0,0,5,6,0,3,63,104,7
43,1998,1,3,1,10,22,1,0,58,0,17,0,35,0,1,7,9,2,2,70,92,11
43,1998,2,0,0,13,25,5,0,42,0,9,0,29,2,1,7,5,5,1,65,71,8
43,1998,3,1,0,8,24,5,0,91,0,18,0,30,1,0,6,12,1,5,76,123,7
43,1998,4,0,1,12,24,10,0,66,0,11,0,22,1,0,3,6,3,5,68,92,3
43,1998,5,3,0,15,31,10,0,76,0,15,0,25,0,1,3,7,1,4,77,109,7
43,1998,6,1,1,9,22,10,0,53,0,6,1,25,0,0,3,6,2,3,67,71,5
43,1998,7,1,1,18,31,12,0,63,0,7,0,24,1,1,9,8,4,3,79,97,11
43,1998,8,3,0,14,35,12,0,101,0,11,0,29,0,1,5,9,5,1,86,131,9
43,1998,9,1,2,25,25,16,0,43,0,16,0,22,5,2,3,5,2,2,72,87,6
43,1998,10,0,1,13,30,8,0,70,0,11,0,25,2,0,6,4,7,0,68,100,6
43,1998,11,1,0,9,33,7,0,70,0,15,0,24,0,0,2,8,2,3,75,96,3
43,1998,12,1,2,16,19,4,0,53,0,14,0,18,1,1,1,4,1,1,48,84,3
43,1999,1,2,0,12,13,4,0,50,0,6,0,27,0,0,1,3,0,2,49,69,3
43,1999,2,4,1,7,17,4,0,42,0,11,0,17,0,0,6,2,2,2,43,66,10
43,1999,3,0,0,5,19,5,0,36,0,8,0,20,0,0,6,9,2,0,53,55,6
43,1999,4,0,1,7,23,2,0,41,0,15,0,24,0,0,2,7,3,2,59,65,2
43,1999,5,5,1,10,33,7,0,66,0,13,0,32,2,1,4,7,1,5,85,93,10
43,1999,6,2,0,20,19,8,0,72,0,8,0,37,0,0,1,6,4,1,71,101,3
43,1999,7,1,0,11,25,4,0,45,0,11,0,25,0,1,3,7,3,1,62,70,5
43,1999,8,2,1,9,18,3,0,44,0,6,0,29,1,0,1,4,3,0,55,60,3
43,1999,9,0,0,12,10,6,0,52,0,15,0,25,1,0,5,3,2,4,48,84,5
43,1999,10,1,0,17,25,9,0,70,0,11,0,22,1,0,7,2,2,4,62,105,8
43,1999,11,1,3,16,17,2,0,56,0,10,0,20,7,0,2,6,4,1,49,84,3
43,1999,12,3,0,18,15,4,0,53,0,10,0,21,0,0,5,6,0,3,49,86,8
43,2000,1,0,0,13,14,10,0,43,0,7,0,24,0,0,1,3,3,0,51,64,1
43,2000,2,1,1,4,6,5,0,28,1,9,0,16,0,2,3,7,0,1,36,44,6
43,2000,3,0,0,3,10,6,0,46,0,6,0,28,0,2,1,6,2,2,52,56,3
43,2000,4,2,1,7,23,7,0,51,0,3,0,22,0,0,3,2,0,2,57,64,5
43,2000,5,2,0,8,27,7,0,53,0,6,1,15,0,0,3,4,2,1,54,70,6
43,2000,6,3,1,7,18,5,0,50,0,7,0,19,2,1,2,3,0,1,47,66,6
43,2000,7,2,4,15,33,7,0,102,0,8,0,30,0,0,0,4,2,0,78,125,2
43,2000,8,0,0,17,17,4,0,53,0,11,0,21,0,0,2,7,1,2,51,83,2
43,2000,9,1,1,21,27,8,0,48,0,6,0,31,1,2,6,6,1,2,75,81,9
43,2000,10,0,1,12,18,3,0,53,0,8,0,19,0,0,4,2,3,1,44,77,4
43,2000,11,2,1,14,23,8,0,47,0,5,0,22,0,2,3,6,3,5,65,69,7
43,2000,12,0,0,8,16,2,0,47,0,6,0,18,0,0,3,1,0,1,38,64,3
43,2001,1,0,0,7,12,3,0,54,0,2,0,18,1,1,6,4,1,3,40,69,7
43,2001,2,4,0,16,35,5,0,47,0,5,0,13,0,0,5,3,1,0,56,73,9
43,2001,3,3,2,3,7,3,0,48,0,5,0,19,1,0,2,7,1,1,39,58,5
43,2001,4,1,0,12,28,6,0,57,1,3,0,16,0,1,0,3,1,0,53,72,2
43,2001,5,1,2,11,17,2,0,64,0,4,0,26,2,0,3,7,1,2,56,82,4
43,2001,6,2,0,18,23,1,0,59,0,2,0,16,0,0,2,4,2,0,44,81,4
43,2001,7,1,1,9,27,7,0,74,0,3,0,26,1,0,3,5,1,1,67,89,4
43,2001,8,1,0,13,31,4,0,63,0,2,0,22,1,2,4,5,1,3,65,82,7
43,2001,9,0,0,12,21,6,0,62,0,3,0,26,1,0,0,5,0,1,59,77,0
43,2001,10,1,2,10,22,2,0,64,0,1,0,19,1,0,7,6,1,0,51,82,8
43,2001,11,1,1,10,21,2,0,73,0,0,0,31,0,0,4,9,4,1,65,87,5
43,2001,12,2,1,9,28,4,0,47,0,2,0,24,1,1,3,3,2,3,63,61,6
44,1991,1,1,0,26,26,0,0,102,2,15,0,49,0,2,3,12,4,2,89,146,6
44,1991,2,2,0,17,29,1,0,83,1,17,0,35,1,0,3,9,1,0,74,120,5
44,1991,3,0,0,39,37,2,0,102,3,8,0,47,0,0,2,18,6,1,105,151,2
44,1991,4,0,1,27,45,0,0,71,2,9,0,41,0,1,2,17,6,2,106,109,3
44,1991,5,0,1,28,48,1,0,92,0,7,0,52,0,0,3,20,2,0,122,130,3
44,1991,6,1,3,39,44,2,0,105,4,11,1,53,0,1,5,13,4,0,115,160,8
44,1991,7,2,3,46,50,2,0,130,0,11,0,41,0,1,4,17,5,0,113,191,7
44,1991,8,0,0,47,46,3,0,109,2,14,0,41,1,1,3,12,4,0,102,173,4
44,1991,9,1,1,38,46,3,0,105,3,16,0,47,1,0,0,22,3,2,121,159,1
44,1991,10,0,0,39,50,1,0,99,3,14,0,41,0,1,5,11,3,0,103,157,6
44,1991,11,3,0,31,52,1,0,85,0,16,0,48,0,0,7,10,2,0,111,139,10
44,1991,12,0,0,26,39,2,0,74,6,15,0,30,0,2,3,13,8,1,85,118,5
44,1992,1,0,2,35,46,2,0,77,3,8,0,49,0,1,1,12,4,0,111,121,2
44,1992,2,2,1,32,37,1,0,72,4,12,0,36,1,0,2,18,6,1,94,118,4
44,1992,3,2,0,30,26,3,0,84,2,10,0,29,1,0,1,14,3,1,73,125,3
44,1992,4,0,0,31,40,2,0,74,2,12,0,32,1,0,2,15,3,1,90,119,2
44,1992,5,3,0,46,53,1,0,101,1,18,0,37,0,0,4,18,2,1,110,169,7
44,1992,6,2,2,39,41,2,0,94,3,17,0,34,1,0,4,11,3,0,90,154,6
44,1992,7,2,1,41,43,3,0,111,3,13,0,52,0,0,11,20,3,2,121,176,13
44,1992,8,3,2,42,46,3,0,111,2,15,0,36,1,1,5,18,5,1,106,173,9
44,1992,9,2,0,34,31,11,0,94,5,7,0,36,0,1,9,8,3,1,87,144,12
44,1992,10,2,1,34,29,3,0,92,4,33,0,37,0,2,5,25,5,1,96,164,9
44,1992,11,2,0,28,34,3,0,86,3,28,0,38,1,0,6,15,5,3,93,148,8
44,1992,12,0,0,39,29,3,0,88,1,19,0,34,0,2,7,17,2,6,89,153,9
