BEAT,YEAR,MONTH,AGGASS,ARSON,BURGLARY,CMIS,DRUGS,GAMBLING,LARCENY,MVTHEFT,MURDMANS,DISCONDUCT,PROST,RAPE,ROBBERY,SIMPASS,TRESPASS,WEAPONS,VCI,P1V,P1P
272,1994,4,1,0,12,18,3,0,27,8,1,21,1,1,1,4,1,4,50,4,48
272,1994,5,0,0,5,14,1,0,39,9,1,26,1,1,3,10,2,4,55,5,56
272,1994,6,1,0,15,13,0,0,30,7,0,14,1,1,6,11,1,0,38,8,58
272,1994,7,1,0,25,11,3,0,21,8,0,18,0,0,1,9,1,0,41,2,55
272,1994,8,0,0,21,18,2,0,27,10,0,16,1,0,2,10,3,0,46,2,60
272,1994,9,0,0,11,8,1,0,31,12,0,9,0,0,3,7,3,0,25,3,57
272,1994,10,0,0,10,26,0,0,21,12,0,17,2,1,3,8,2,3,54,4,46
272,1994,11,1,1,2,12,0,0,36,10,0,12,0,0,1,4,4,0,29,2,49
272,1994,12,0,0,10,17,0,0,25,7,0,18,0,0,4,5,0,1,41,4,46
272,1995,1,2,0,16,15,0,0,23,7,0,16,0,0,0,5,4,0,36,2,46
272,1995,2,1,1,9,3,1,2,19,6,1,17,0,0,2,6,2,2,30,4,36
272,1995,3,2,1,17,11,2,0,25,11,0,23,1,2,2,3,4,3,43,6,55
272,1995,4,1,8,6,11,2,0,18,1,0,18,0,0,1,2,1,1,42,2,26
272,1995,5,3,2,8,25,2,0,22,6,0,25,1,0,3,11,6,0,65,6,39
272,1995,6,1,0,13,11,3,0,34,4,0,14,0,1,2,5,0,1,34,4,53
272,1995,7,1,0,19,16,4,0,31,4,0,14,4,0,2,4,2,2,40,3,56
272,1995,8,2,0,13,19,0,0,32,5,0,19,0,0,3,5,1,1,44,5,53
272,1995,9,0,0,12,9,2,0,30,13,0,19,0,0,1,9,3,0,39,1,56
272,1995,10,0,0,18,13,1,0,25,8,0,15,0,0,1,7,3,0,36,1,52
272,1995,11,1,0,17,8,0,0,20,5,0,11,0,0,3,6,1,1,26,4,45
272,1995,12,0,0,15,9,3,0,34,12,0,17,0,0,3,8,0,0,37,3,64
272,1996,1,0,0,5,19,2,0,28,8,0,22,1,0,0,5,1,3,51,0,41
272,1996,2,1,0,14,16,0,0,19,8,0,31,0,1,2,8,1,3,58,4,43
272,1996,3,0,0,15,11,2,0,25,5,0,27,0,1,2,12,1,3,55,3,47
272,1996,4,2,1,8,21,4,0,19,9,0,18,0,0,0,9,2,0,53,2,36
272,1996,5,1,1,8,21,0,0,26,10,0,16,2,0,2,7,1,0,45,3,46
272,1996,6,2,0,19,28,2,0,25,10,0,16,2,0,2,10,2,1,57,4,56
272,1996,7,0,1,11,21,0,0,27,19,0,20,1,1,1,5,2,1,48,2,58
272,1996,8,2,2,9,19,4,0,33,9,1,21,1,0,2,12,4,2,60,5,53
272,1996,9,2,0,7,14,2,0,25,11,0,7,2,0,6,10,0,1,34,8,49
272,1996,10,1,1,13,27,0,0,27,17,0,28,1,0,2,10,2,1,67,3,59
272,1996,11,0,0,15,8,1,0,19,8,0,13,0,0,6,8,0,1,31,6,48
272,1996,12,3,0,5,11,1,0,35,8,0,21,1,0,3,5,4,3,41,6,51
272,1997,1,0,0,6,9,2,0,15,10,0,11,0,0,3,12,1,1,35,3,34
272,1997,2,1,0,4,7,3,0,25,12,1,8,0,0,2,9,3,3,30,4,43
272,1997,3,0,0,8,13,2,0,21,5,0,20,0,0,2,5,1,0,40,2,36
272,1997,4,4,1,5,20,2,0,34,7,0,21,2,0,3,8,1,2,54,7,49
272,1997,5,0,1,12,16,2,0,34,12,0,19,0,0,1,4,2,1,43,1,59
272,1997,6,4,0,11,11,4,0,26,10,0,13,2,0,1,5,3,3,36,5,48
272,1997,7,0,2,9,14,3,0,37,8,0,18,1,0,1,2,1,3,42,1,55
272,1997,8,0,1,12,18,0,0,29,8,0,18,0,2,1,5,3,2,44,3,50
272,1997,9,0,3,17,17,2,0,31,8,0,18,2,1,2,7,2,0,47,3,58
272,1997,10,2,0,22,19,1,0,46,22,0,10,0,0,1,13,0,4,47,3,91
272,1997,11,1,1,18,15,2,0,39,16,0,11,0,1,4,10,1,0,39,6,77
272,1997,12,0,1,15,13,1,0,27,12,0,9,1,1,3,10,4,0,34,4,57
272,1998,1,0,0,10,9,3,0,17,7,0,29,0,1,2,14,1,0,55,3,36
272,1998,2,0,0,6,7,2,0,20,7,0,15,3,0,2,7,1,0,31,2,35
272,1998,3,0,2,4,8,1,0,32,9,0,22,0,0,0,4,2,0,37,0,45
272,1998,4,0,4,17,14,1,0,27,8,0,19,0,2,3,6,0,1,45,5,55
272,1998,5,0,1,20,10,1,0,20,7,0,14,0,0,1,5,1,0,31,1,48
272,1998,6,0,1,14,12,3,0,27,13,0,16,1,0,5,5,5,0,37,5,59
272,1998,7,2,0,9,17,4,0,23,6,0,10,0,2,0,7,0,0,38,4,38
272,1998,8,0,0,7,17,2,0,36,8,0,7,0,0,2,3,5,3,32,2,53
272,1998,9,0,0,13,17,3,0,33,11,0,18,2,0,1,5,3,1,44,1,58
272,1998,10,3,0,6,17,0,0,43,6,0,14,0,0,0,5,4,1,37,3,55
272,1998,11,1,1,10,14,1,0,36,11,0,25,0,0,0,6,3,0,47,1,57
272,1998,12,1,3,12,6,1,0,15,10,0,17,0,1,1,4,4,1,32,3,38
272,1999,1,1,2,7,13,2,0,20,8,0,18,0,1,1,11,2,1,47,3,36
272,1999,2,0,0,8,8,0,0,18,5,0,13,1,1,4,3,3,2,26,5,35
272,1999,3,0,1,8,14,0,0,23,6,0,14,0,1,0,5,0,2,36,1,37
272,1999,4,2,1,6,16,1,0,28,14,0,18,0,0,0,2,1,2,40,2,48
272,1999,5,0,1,13,6,4,0,23,18,0,28,0,1,1,10,2,1,50,2,55
272,1999,6,1,0,12,17,3,0,24,5,0,18,3,0,2,6,3,0,44,3,43
272,1999,7,1,0,12,10,1,0,26,10,0,21,4,0,0,6,1,0,38,1,48
272,1999,8,0,2,10,10,2,0,27,6,0,10,4,1,1,2,1,1,27,2,44
272,1999,9,0,1,12,18,6,0,24,8,0,17,0,0,2,7,3,0,49,2,46
272,1999,10,0,0,26,14,2,0,30,20,0,24,0,0,0,3,3,3,46,0,76
272,1999,11,1,1,10,23,4,0,26,10,0,23,0,0,1,3,4,0,54,2,47
272,1999,12,0,4,8,13,1,0,36,3,0,22,0,0,4,4,4,2,46,4,51
272,2000,1,0,0,10,13,1,0,26,8,1,20,3,0,0,2,4,1,37,1,44
272,2000,2,2,0,7,9,0,0,14,6,1,14,0,0,0,9,0,1,33,3,27
272,2000,3,0,0,12,8,4,0,32,12,0,18,0,0,4,2,3,0,32,4,60
272,2000,4,1,1,10,13,2,0,26,4,0,18,0,0,0,3,2,2,39,1,40
272,2000,5,1,2,5,11,2,0,23,6,0,16,0,0,3,2,2,0,33,4,37
272,2000,6,2,0,13,23,2,0,31,13,0,15,0,0,3,8,1,0,48,5,60
272,2000,7,2,0,8,21,4,0,27,7,0,20,0,0,0,3,1,0,48,2,42
272,2000,8,1,0,8,19,3,0,33,12,0,19,0,0,2,5,2,0,46,3,55
272,2000,9,0,0,9,18,3,0,32,8,0,19,0,0,1,3,4,1,44,1,50
272,2000,10,0,2,10,18,3,0,25,14,0,16,0,0,5,5,1,2,46,5,54
272,2000,11,0,1,7,15,0,0,25,8,0,17,0,1,2,2,1,1,36,3,42
272,2000,12,0,1,2,12,2,0,30,7,0,9,0,0,2,0,2,1,25,2,41
272,2001,1,1,0,5,12,0,0,32,5,0,18,1,0,2,4,5,1,35,3,44
272,2001,2,1,1,6,4,4,0,20,3,0,10,1,0,2,4,3,0,23,3,31
272,2001,3,1,0,2,8,1,0,21,2,0,19,1,0,0,1,0,1,30,1,25
272,2001,4,1,1,7,22,6,0,42,7,0,12,0,3,0,2,3,1,44,4,56
272,2001,5,1,1,10,22,2,0,33,2,0,24,0,0,2,4,2,0,53,3,47
272,2001,6,1,2,6,16,2,0,24,8,0,19,0,1,0,4,1,0,43,2,38
272,2001,7,3,2,4,19,2,0,28,3,0,21,0,0,0,1,1,0,45,3,35
272,2001,8,2,0,5,19,2,0,38,3,0,20,1,0,1,2,2,1,44,3,47
272,2001,9,4,1,10,15,4,0,27,3,0,21,0,0,2,6,10,1,48,6,42
272,2001,10,2,1,11,23,6,0,26,4,0,31,0,0,1,3,3,1,65,3,42
272,2001,11,2,1,11,24,1,0,34,4,0,20,0,0,1,1,3,1,48,3,50
272,2001,12,1,0,5,17,2,0,25,2,0,17,0,0,1,3,1,2,41,2,33
273,1991,1,0,0,8,14,9,0,24,6,1,26,0,1,5,7,0,0,56,7,43
273,1991,2,1,0,12,24,2,0,22,9,0,25,0,0,2,9,1,0,60,3,45
273,1991,3,2,1,8,66,3,0,24,5,0,25,0,0,4,11,4,4,110,6,41
273,1991,4,4,0,8,18,1,0,20,5,0,27,0,0,0,13,0,3,62,4,33
273,1991,5,1,0,13,26,2,0,30,7,0,29,0,1,4,17,0,1,75,6,54
273,1991,6,4,0,12,28,5,0,41,12,0,21,0,1,4,20,3,5,79,9,69
273,1991,7,1,0,19,37,1,0,34,10,0,28,0,0,2,11,3,1,78,3,65
273,1991,8,1,2,14,33,3,0,39,10,0,20,0,0,4,12,6,1,71,5,67
273,1991,9,0,0,19,25,1,0,28,10,1,14,0,2,0,15,0,1,56,3,57
273,1991,10,1,0,18,27,1,0,29,18,0,23,0,1,7,14,1,0,65,9,72
273,1991,11,3,1,22,18,0,0,31,8,0,25,0,1,3,10,2,1,55,7,64
273,1991,12,1,0,18,14,1,0,28,8,0,12,0,1,4,9,1,0,36,6,58
273,1992,1,5,1,24,16,1,0,28,4,0,12,0,0,2,2,1,6,38,7,58
273,1992,2,3,0,15,22,0,0,25,6,0,20,0,1,3,2,0,0,44,7,49
273,1992,3,1,0,15,13,2,0,24,3,0,18,0,1,1,8,1,1,42,3,43
273,1992,4,1,1,13,25,8,0,26,7,0,20,0,1,3,13,0,0,67,5,49
273,1992,5,4,0,17,34,1,0,24,5,0,30,0,1,5,15,0,2,82,10,51
273,1992,6,1,1,21,24,5,0,15,9,0,22,0,0,4,15,2,5,72,5,49
273,1992,7,2,0,26,22,1,0,40,7,0,21,0,0,3,15,3,2,61,5,76
273,1992,8,4,2,41,14,3,0,43,4,0,17,0,0,9,5,2,1,42,13,97
273,1992,9,1,0,32,21,4,0,15,7,1,21,0,2,5,21,1,1,68,9,59
273,1992,10,0,0,28,18,6,0,12,4,0,23,0,0,0,12,2,1,60,0,44
273,1992,11,1,2,20,33,2,0,21,11,0,22,0,0,4,5,1,1,65,5,56
273,1992,12,1,0,14,11,2,0,12,12,0,20,0,0,2,15,1,0,48,3,40
273,1993,1,1,1,16,12,1,0,16,5,0,20,0,0,5,16,0,2,52,6,42
273,1993,2,1,1,5,9,1,0,10,13,0,18,0,0,6,9,0,5,43,7,34
273,1993,3,0,1,9,7,3,0,9,4,0,23,0,0,3,11,1,3,48,3,25
273,1993,4,0,2,9,9,3,0,21,8,0,19,0,0,1,10,0,3,46,1,39
273,1993,5,4,0,8,23,2,0,15,5,0,16,1,0,5,10,0,5,56,9,33
273,1993,6,5,3,13,17,6,0,25,13,0,16,0,0,1,12,0,5,59,6,52
273,1993,7,4,2,31,20,3,0,34,14,0,21,0,3,3,14,0,4,64,10,82
273,1993,8,4,0,23,12,8,0,34,11,1,18,0,1,0,9,1,1,48,6,68
273,1993,9,2,1,25,19,8,0,22,12,0,18,0,0,3,5,1,6,57,5,62
273,1993,10,2,1,16,21,10,0,28,14,0,21,0,1,19,10,0,5,68,22,77
273,1993,11,3,0,9,15,3,0,24,12,0,18,0,0,5,6,3,2,44,8,50
273,1993,12,6,0,11,12,3,0,16,4,0,16,0,0,6,8,0,3,42,12,37
273,1994,1,2,0,19,13,3,0,19,8,0,22,0,0,1,8,1,2,48,3,47
273,1994,2,0,0,11,31,2,0,20,4,1,15,0,0,5,4,0,3,55,6,40
273,1994,3,3,1,28,16,4,0,20,4,0,26,0,0,4,11,3,3,61,7,56
273,1994,4,0,0,25,14,1,0,17,8,0,19,0,2,0,10,2,3,47,2,50
273,1994,5,1,0,21,11,3,0,20,8,0,24,0,1,3,4,0,2,44,5,52
273,1994,6,9,0,17,19,3,0,28,8,0,22,0,0,5,12,1,3,59,14,58
273,1994,7,0,1,19,10,2,0,28,12,0,21,0,2,10,12,0,10,56,12,69
273,1994,8,1,1,10,15,1,0,24,8,0,20,0,0,6,6,0,3,46,7,48
273,1994,9,2,2,20,15,1,0,17,5,0,21,2,1,4,8,0,2,49,7,46
273,1994,10,1,0,28,23,3,0,14,12,0,13,0,2,1,8,2,2,49,4,55
273,1994,11,1,1,10,9,1,0,20,9,0,28,0,0,6,7,1,3,49,7,45
273,1994,12,2,0,13,12,0,0,21,18,0,16,0,0,2,12,1,2,42,4,54
273,1995,1,1,0,9,11,2,0,27,6,0,14,0,2,7,12,1,5,44,10,49
273,1995,2,4,1,4,8,5,0,16,3,0,10,0,0,2,6,2,2,32,6,25
273,1995,3,0,2,8,7,2,0,25,5,0,24,0,0,2,4,0,4,43,2,40
273,1995,4,3,0,8,21,1,0,29,3,0,16,1,0,6,12,4,4,54,9,46
273,1995,5,2,0,6,24,7,0,33,2,0,18,1,0,7,14,1,8,71,9,48
273,1995,6,3,0,6,19,1,0,22,4,1,26,0,1,5,10,2,3,59,10,37
273,1995,7,2,0,13,21,6,0,28,8,0,39,0,1,4,12,1,2,80,7,53
273,1995,8,2,2,16,12,1,0,35,12,0,31,0,1,7,6,3,5,57,10,70
273,1995,9,0,1,14,16,2,0,23,3,0,25,0,1,3,8,0,1,53,4,43
273,1995,10,3,2,28,20,4,0,28,4,0,19,0,0,2,10,1,2,57,5,62
273,1995,11,2,0,24,17,2,0,31,9,0,26,0,1,2,8,2,3,56,5,66
273,1995,12,1,0,13,12,1,0,17,12,0,29,0,0,7,5,2,2,49,8,49
273,1996,1,0,0,15,13,1,0,18,10,0,22,0,1,3,2,1,3,41,4,46
273,1996,2,2,1,3,13,1,0,17,6,0,21,0,0,4,8,1,2,46,6,30
273,1996,3,0,0,8,8,0,0,12,12,0,25,0,0,3,4,0,3,40,3,35
273,1996,4,1,0,6,7,3,0,12,5,0,14,0,0,4,7,0,5,36,5,27
273,1996,5,1,0,13,17,6,0,22,7,1,27,0,0,2,14,1,2,66,4,44
273,1996,6,2,4,15,12,3,0,24,14,0,20,0,0,4,11,0,6,56,6,57
273,1996,7,1,1,14,16,5,0,27,8,0,21,0,0,3,20,2,6,69,4,52
273,1996,8,2,0,20,25,4,0,48,12,0,37,0,0,4,8,1,1,75,6,84
273,1996,9,2,5,12,13,1,0,17,5,0,27,0,1,5,4,0,1,51,8,39
273,1996,10,1,0,8,19,2,0,22,9,0,18,0,0,1,13,1,3,55,2,40
273,1996,11,3,0,9,13,0,0,27,14,2,19,0,0,3,6,0,2,40,8,53
273,1996,12,3,0,10,28,0,0,18,8,0,17,0,0,2,9,0,1,55,5,38
273,1997,1,0,0,10,9,2,0,12,4,0,21,0,2,11,10,0,5,47,13,37
273,1997,2,4,0,3,4,6,0,10,6,0,19,0,1,2,4,3,2,35,7,21
273,1997,3,0,1,9,12,2,0,18,9,0,18,0,1,2,9,1,2,44,3,38
273,1997,4,1,0,2,20,1,0,15,9,0,16,0,1,6,8,0,4,49,8,32
273,1997,5,1,1,8,23,5,0,24,3,0,28,0,0,9,9,3,1,67,10,44
273,1997,6,2,0,11,19,8,0,26,13,0,27,0,0,7,9,0,4,67,9,57
273,1997,7,5,1,13,21,2,0,25,14,0,34,0,0,5,4,2,3,65,10,57
273,1997,8,5,3,16,32,4,0,41,5,1,24,0,1,16,4,1,3,70,23,78
273,1997,9,1,0,6,14,3,0,21,5,0,25,0,1,5,8,1,4,54,7,37
273,1997,10,2,0,8,13,6,0,26,11,0,21,0,0,2,6,0,3,49,4,47
273,1997,11,2,1,6,13,0,0,13,9,1,14,0,1,9,4,1,2,34,13,37
273,1997,12,1,0,16,19,4,0,16,6,1,17,0,0,12,1,2,3,44,14,50
273,1998,1,4,1,10,8,2,0,19,3,0,21,0,0,2,4,0,4,40,6,34
273,1998,2,0,0,10,11,1,0,14,7,0,20,0,0,2,1,0,2,35,2,33
273,1998,3,0,0,9,15,3,0,17,10,0,18,0,1,0,7,1,1,44,1,36
273,1998,4,1,0,10,18,8,0,17,8,0,15,0,3,9,6,0,4,51,13,44
273,1998,5,1,0,15,26,1,0,30,5,0,27,0,0,4,10,1,5,69,5,54
273,1998,6,0,1,16,23,3,0,26,12,0,27,2,1,4,6,0,5,65,5,58
273,1998,7,1,2,16,25,6,0,27,12,0,29,0,1,3,8,2,3,73,5,58
273,1998,8,1,0,11,18,5,0,24,9,0,17,0,1,4,7,2,5,52,6,48
273,1998,9,0,0,7,12,2,0,18,14,0,21,1,0,3,5,0,1,41,3,42
273,1998,10,0,0,10,24,1,0,38,23,0,21,0,2,2,7,1,0,53,4,73
273,1998,11,1,0,23,21,4,0,23,12,0,22,0,0,2,6,1,3,56,3,60
273,1998,12,4,1,6,20,8,0,18,8,1,23,0,1,3,8,1,2,62,9,35
273,1999,1,0,0,4,14,4,0,17,7,0,12,0,0,1,6,0,3,39,1,29
273,1999,2,0,0,9,10,3,0,19,6,0,20,0,0,3,3,0,0,36,3,37
273,1999,3,1,0,5,15,5,0,13,11,0,23,1,1,0,6,0,2,51,2,29
273,1999,4,3,1,9,17,8,0,20,10,0,21,0,1,1,9,1,1,57,5,40
273,1999,5,1,0,8,11,5,0,23,6,0,23,0,2,1,8,1,2,49,4,38
273,1999,6,1,0,17,13,7,0,20,5,0,17,1,0,2,6,1,4,47,3,44
273,1999,7,1,0,15,21,8,0,33,8,0,27,0,0,2,5,3,4,65,3,58
273,1999,8,3,1,8,18,9,0,30,8,0,22,0,0,1,3,0,2,55,4,47
273,1999,9,2,2,12,17,5,0,18,8,0,20,0,0,2,11,2,4,59,4,40
273,1999,10,1,1,4,27,7,0,16,9,0,18,0,0,3,6,1,0,59,4,32
273,1999,11,4,2,6,12,1,0,15,8,0,23,0,0,2,3,0,3,44,6,31
273,1999,12,0,0,2,18,2,0,18,4,0,24,0,1,1,0,1,3,47,2,25
273,2000,1,2,0,5,16,4,0,14,6,0,21,0,0,4,3,0,4,48,6,29
273,2000,2,2,0,3,23,4,0,16,5,0,18,0,0,1,5,1,1,51,3,25
273,2000,3,2,1,3,16,11,0,16,1,0,16,0,1,0,3,0,1,48,3,20
273,2000,4,3,0,4,19,4,0,12,6,0,14,0,0,0,5,0,1,43,3,22
273,2000,5,2,3,9,29,2,0,19,6,0,30,0,0,2,7,2,4,75,4,36
273,2000,6,1,0,5,28,5,0,27,10,0,21,0,0,3,2,3,2,58,4,45
273,2000,7,2,4,7,10,8,0,23,3,0,34,0,0,2,14,4,2,72,4,35
273,2000,8,2,1,9,32,6,0,23,8,0,23,0,0,2,5,0,4,71,4,42
273,2000,9,0,1,8,25,6,0,26,18,0,17,0,0,1,5,0,4,58,1,53
273,2000,10,2,0,13,19,5,0,30,26,0,18,0,0,1,2,0,2,46,3,70
273,2000,11,3,0,1,13,3,0,20,4,0,14,0,0,6,3,1,1,34,9,31
273,2000,12,2,0,8,16,1,0,16,6,0,7,0,0,6,4,0,2,30,8,36
273,2001,1,1,0,1,12,4,0,10,3,0,17,0,1,3,2,0,2,37,5,17
273,2001,2,0,0,4,23,1,0,17,3,1,14,0,2,0,1,0,1,40,3,24
273,2001,3,3,0,5,12,4,0,22,1,0,23,0,0,0,1,0,2,42,3,28
273,2001,4,2,0,4,23,3,0,24,3,0,19,0,0,3,10,0,0,55,5,34
273,2001,5,1,0,7,13,9,0,20,4,0,14,0,0,2,7,1,1,44,3,33
273,2001,6,0,0,4,16,1,0,18,5,0,27,0,0,2,4,2,2,50,2,29
273,2001,7,1,1,2,14,0,0,48,5,0,22,0,0,3,9,1,2,48,4,58
273,2001,8,1,0,8,25,8,0,36,4,0,24,0,0,1,3,0,3,63,2,49
273,2001,9,1,1,3,22,5,0,30,0,0,30,0,0,0,7,0,1,66,1,33
273,2001,10,1,0,3,19,4,0,23,3,2,18,0,0,1,7,1,3,51,4,30
273,2001,11,3,0,4,18,4,0,29,2,1,10,0,1,4,8,1,2,42,9,39
273,2001,12,1,0,1,12,3,0,28,3,0,26,0,0,2,4,0,2,47,3,34
274,1991,1,1,0,13,21,1,0,42,7,0,23,0,0,4,11,1,0,56,5,66
274,1991,2,1,1,12,17,0,0,46,11,0,20,0,0,1,9,4,1,48,2,70
274,1991,3,1,1,16,21,3,0,41,9,0,24,0,0,4,14,1,0,63,5,70
274,1991,4,2,0,13,30,0,0,38,6,0,36,0,1,7,12,0,2,80,10,64
274,1991,5,1,1,17,16,0,0,41,8,0,26,0,0,1,11,2,0,54,2,67
274,1991,6,1,1,9,20,0,0,41,1,0,24,0,1,4,11,3,0,56,6,55
274,1991,7,1,0,20,35,1,0,58,8,0,22,0,0,4,16,2,1,75,5,90
274,1991,8,2,1,32,21,2,0,81,6,1,19,0,0,8,11,3,1,55,11,127
274,1991,9,2,0,22,16,1,0,51,5,1,22,0,1,4,7,3,2,48,8,82
274,1991,10,4,1,31,31,1,0,49,6,0,22,0,1,1,6,2,0,61,6,87
274,1991,11,2,0,20,20,0,0,51,3,0,23,0,0,5,6,2,2,51,7,79
274,1991,12,2,0,28,17,0,0,47,3,0,21,0,1,6,4,3,0,42,9,84
274,1992,1,0,0,26,21,3,0,66,6,0,15,0,0,1,7,4,2,48,1,99
274,1992,2,0,4,15,18,0,0,36,5,0,18,0,1,1,8,2,0,48,2,57
274,1992,3,3,0,7,20,6,0,55,8,0,20,1,0,4,8,2,2,56,7,74
274,1992,4,0,3,15,21,0,0,32,9,0,17,0,1,1,8,3,0,49,2,57
274,1992,5,3,2,21,23,2,0,39,7,0,27,1,0,1,21,1,0,75,4,68
274,1992,6,3,1,23,21,1,0,48,8,0,12,0,0,0,10,4,1,46,3,79
274,1992,7,3,1,24,20,2,0,45,5,0,25,0,0,2,13,1,1,62,5,76
274,1992,8,2,1,25,39,0,0,44,12,0,25,0,0,2,13,5,1,79,4,83
274,1992,9,0,1,20,20,3,0,41,5,0,26,0,0,2,9,2,1,60,2,68
274,1992,10,1,0,30,33,2,0,35,13,0,19,1,1,4,10,1,1,65,6,82
274,1992,11,1,1,16,15,0,0,34,12,0,15,0,0,4,5,0,0,36,5,66
274,1992,12,2,1,15,19,3,0,44,4,0,24,0,1,3,7,4,4,58,6,66
274,1993,1,0,0,9,15,3,0,33,9,0,22,0,1,4,8,2,0,48,5,55
274,1993,2,2,1,9,8,1,0,28,9,0,16,0,0,0,4,1,3,33,2,46
274,1993,3,2,0,6,11,1,0,26,9,0,8,0,0,4,1,1,3,24,6,45
274,1993,4,3,0,22,16,4,0,37,7,1,28,0,0,2,13,0,2,63,6,68
274,1993,5,1,4,16,16,1,0,34,6,0,10,1,1,7,12,1,3,46,9,63
274,1993,6,4,1,12,18,3,0,29,14,0,14,0,1,1,7,4,1,44,6,56
274,1993,7,3,1,16,18,3,0,28,5,0,15,0,0,1,6,1,5,48,4,50
274,1993,8,0,1,17,12,2,0,27,6,0,19,0,0,2,7,2,3,44,2,52
274,1993,9,3,1,7,16,1,0,19,5,0,20,0,2,3,9,1,2,49,8,34
274,1993,10,3,1,11,18,7,0,33,2,0,18,0,0,5,6,1,3,53,8,51
274,1993,11,2,0,8,10,1,0,39,7,0,24,0,1,4,3,0,5,43,7,58
274,1993,12,0,2,10,12,1,0,31,3,0,15,0,1,2,6,2,2,38,3,46
274,1994,1,0,0,7,8,1,0,20,8,0,15,0,0,3,6,1,2,32,3,38
274,1994,2,0,0,7,8,1,0,14,3,0,14,0,0,0,5,1,2,30,0,24
274,1994,3,0,1,9,11,5,0,21,4,0,16,0,0,2,7,0,4,44,2,36
274,1994,4,0,0,10,12,1,0,24,3,0,8,0,0,2,7,0,6,34,2,39
274,1994,5,4,1,18,13,3,0,23,7,0,15,0,0,2,7,0,0,39,6,50
274,1994,6,1,35,17,10,1,0,29,7,0,12,0,0,1,6,1,7,71,2,54
274,1994,7,7,3,17,15,1,0,33,7,0,25,1,0,1,5,4,3,52,8,58
274,1994,8,3,0,20,20,3,0,32,8,0,11,0,0,4,13,2,2,49,7,64
274,1994,9,3,3,15,8,0,0,43,6,0,16,1,0,2,5,3,0,32,5,66
274,1994,10,4,1,11,10,2,0,24,7,0,17,0,0,1,10,0,1,41,5,43
274,1994,11,6,0,13,13,3,0,31,2,0,13,1,0,4,7,0,4,40,10,50
274,1994,12,0,2,10,12,1,0,28,6,0,13,0,0,7,11,0,2,41,7,51
274,1995,1,0,1,13,15,1,0,34,7,0,18,0,0,2,8,1,2,45,2,56
274,1995,2,1,2,6,6,2,0,22,3,0,11,2,0,6,2,2,1,24,7,37
274,1995,3,0,0,8,13,4,0,48,6,0,12,0,1,2,3,0,6,38,3,64
274,1995,4,2,0,13,15,0,0,28,5,0,17,0,1,3,3,1,4,39,6,49
274,1995,5,1,8,12,12,2,0,27,7,3,13,1,0,0,9,1,4,48,4,46
274,1995,6,1,2,10,13,0,0,18,3,1,32,1,1,1,6,1,3,56,4,32
274,1995,7,2,1,10,12,9,0,24,2,1,18,0,0,2,5,0,3,48,5,38
274,1995,8,0,2,16,17,4,0,33,7,2,18,0,0,4,9,4,2,52,6,60
274,1995,9,2,0,11,20,3,0,28,3,0,21,0,0,3,5,1,1,50,5,45
274,1995,10,1,1,12,15,0,0,33,7,0,15,0,1,8,9,2,1,41,10,60
274,1995,11,2,1,16,12,4,0,27,4,0,11,0,0,3,9,1,3,40,5,50
274,1995,12,2,3,9,11,1,0,26,6,0,13,0,0,3,4,2,2,34,5,44
274,1996,1,1,0,11,21,2,0,20,3,0,15,0,1,6,5,2,2,45,8,40
274,1996,2,1,0,8,16,5,0,28,5,0,20,0,0,2,6,1,0,47,3,43
274,1996,3,3,0,7,17,1,0,38,8,0,16,0,0,4,7,0,1,42,7,57
274,1996,4,2,0,3,14,3,0,21,5,0,22,0,2,4,6,0,4,49,8,33
274,1996,5,1,0,5,11,3,0,28,4,0,24,1,0,3,4,4,1,43,4,40
274,1996,6,0,0,11,15,1,0,27,10,0,19,0,1,5,9,0,3,47,6,53
274,1996,7,1,0,9,12,3,0,37,7,0,21,0,0,2,12,0,0,48,3,55
274,1996,8,3,0,17,17,3,0,45,13,0,25,0,0,1,5,0,1,51,4,76
274,1996,9,1,3,15,16,4,0,32,10,0,11,2,0,2,8,2,3,45,3,59
274,1996,10,1,1,8,13,4,0,19,6,0,12,0,0,4,5,0,0,35,5,37
274,1996,11,0,0,11,12,4,0,20,14,0,16,1,2,3,7,0,6,45,5,48
274,1996,12,2,0,16,30,1,0,28,15,0,18,0,0,1,3,0,0,52,3,60
274,1997,1,1,0,14,8,1,0,25,6,1,23,1,0,5,6,2,1,39,7,50
274,1997,2,1,0,6,12,2,0,29,6,0,12,0,0,2,5,0,3,34,3,43
274,1997,3,2,0,9,17,3,0,27,8,0,11,0,1,0,2,1,4,37,3,44
274,1997,4,4,0,7,14,5,0,35,9,0,16,0,1,4,6,1,1,42,9,55
274,1997,5,3,1,7,14,2,0,35,10,0,20,0,0,4,4,3,2,43,7,56
274,1997,6,0,1,7,12,4,0,18,2,0,20,1,2,5,11,1,1,49,7,32
274,1997,7,0,1,21,4,10,0,40,5,1,22,0,0,2,5,1,3,45,3,68
274,1997,8,1,0,8,12,4,0,41,10,0,22,0,0,3,11,3,0,49,4,62
274,1997,9,0,0,10,9,10,0,25,7,0,26,0,0,6,5,0,2,52,6,48
274,1997,10,1,0,14,16,9,0,30,13,0,13,0,0,3,5,0,2,45,4,60
274,1997,11,1,1,3,13,6,0,24,6,0,16,1,1,1,5,1,3,44,3,34
