PRECINCT,NAME,YEAR,MONTH,AGGASS,ARSON,BURGLARY,CMIS,DRUGS,GAMBLING,LARCENY,MENACING,MVTHEFT,MURDER_MANSLAUGHTER,DISCONDUCT,PROSTITUTION,RAPE,ROBBERY,SIMPASS,TRESPASS,WEAPONS,VCI,P1P,P1V
5,HIGHLAND,1992,8,8,6,127,142,5,0,356,7,50,0,131,1,2,18,65,20,5,354,551,28
5,HIGHLAND,1992,9,7,2,97,110,18,0,289,9,36,0,128,2,3,21,46,15,3,307,443,31
5,HIGHLAND,1992,10,3,3,112,118,15,0,283,12,72,0,133,2,4,27,52,17,8,329,494,34
5,HIGHLAND,1992,11,3,1,98,116,6,0,277,5,65,0,117,1,0,20,51,12,7,298,460,23
5,HIGHLAND,1992,12,7,1,104,109,9,0,273,1,40,0,133,0,4,22,44,12,16,312,439,33
5,HIGHLAND,1993,1,2,4,66,101,6,0,244,1,46,0,122,0,4,17,61,17,10,304,373,23
5,HIGHLAND,1993,2,5,2,59,76,2,0,147,2,45,1,108,0,2,13,29,11,9,226,264,21
5,HIGHLAND,1993,3,3,1,82,67,4,0,222,1,47,0,140,1,3,17,38,15,8,258,368,23
5,HIGHLAND,1993,4,15,2,100,111,7,0,237,1,37,1,137,3,2,16,47,14,13,317,390,34
5,HIGHLAND,1993,5,6,5,94,115,7,0,294,2,36,0,128,3,1,27,69,15,14,338,451,34
5,HIGHLAND,1993,6,11,1,93,102,11,0,354,3,48,0,126,4,1,19,56,25,9,305,514,31
5,HIGHLAND,1993,7,7,4,131,122,12,0,287,3,29,0,159,3,2,14,57,15,8,362,461,23
5,HIGHLAND,1993,8,3,3,138,94,11,0,316,1,54,0,152,1,1,15,51,21,14,325,523,19
5,HIGHLAND,1993,9,7,4,111,96,12,0,236,0,37,0,129,2,5,16,46,18,15,302,400,28
5,HIGHLAND,1993,10,9,3,112,150,19,0,245,0,49,0,141,3,2,27,45,35,21,379,433,38
5,HIGHLAND,1993,11,5,3,85,64,14,0,245,1,39,0,122,3,3,27,34,30,13,250,396,35
5,HIGHLAND,1993,12,4,2,89,82,12,0,226,1,45,0,125,0,1,17,42,20,9,272,377,22
5,HIGHLAND,1994,1,4,0,39,57,8,0,175,0,36,0,119,1,1,21,43,11,9,236,271,26
5,HIGHLAND,1994,2,10,6,57,56,5,0,136,3,26,0,133,0,0,19,44,13,6,250,238,29
5,HIGHLAND,1994,3,7,2,51,84,14,0,177,2,21,1,135,4,1,30,45,15,16,296,279,39
5,HIGHLAND,1994,4,3,1,51,98,7,0,211,1,28,0,107,0,3,20,53,10,17,283,310,26
5,HIGHLAND,1994,5,11,3,68,98,17,0,217,0,40,1,114,0,1,15,55,15,11,298,340,28
5,HIGHLAND,1994,6,7,36,75,99,15,0,221,2,38,0,118,0,5,14,43,19,17,328,348,26
5,HIGHLAND,1994,7,13,4,115,114,13,0,271,3,44,1,148,3,2,12,41,20,9,329,442,28
5,HIGHLAND,1994,8,6,0,110,116,12,0,287,0,40,0,121,4,3,26,52,16,9,310,463,35
5,HIGHLAND,1994,9,8,5,89,84,24,0,277,0,38,0,118,8,1,16,50,22,5,286,420,25
5,HIGHLAND,1994,10,10,1,88,91,27,0,245,1,52,0,127,1,3,24,47,21,15,308,409,37
5,HIGHLAND,1994,11,12,3,133,103,9,0,254,0,30,1,121,3,2,34,45,15,10,291,451,49
5,HIGHLAND,1994,12,5,11,98,99,17,0,242,0,42,0,108,1,1,32,55,17,21,311,414,38
5,HIGHLAND,1995,1,5,3,86,89,16,0,228,2,44,0,116,3,3,11,58,11,6,288,369,19
5,HIGHLAND,1995,2,6,2,59,71,14,0,173,1,23,0,104,2,4,19,31,7,7,229,274,29
5,HIGHLAND,1995,3,2,3,56,92,20,0,258,1,31,0,109,3,3,10,35,10,10,269,355,15
5,HIGHLAND,1995,4,5,5,64,91,10,0,234,1,30,0,119,3,3,23,39,15,11,275,351,31
5,HIGHLAND,1995,5,5,11,82,94,13,0,252,2,38,3,122,7,1,13,38,15,15,293,385,22
5,HIGHLAND,1995,6,5,3,95,102,13,0,250,2,37,1,169,1,2,19,38,22,14,339,401,27
5,HIGHLAND,1995,7,6,1,72,82,23,0,305,1,34,1,156,2,5,22,44,20,11,317,433,34
5,HIGHLAND,1995,8,5,9,88,75,20,0,261,2,40,2,139,11,2,20,47,26,7,297,409,29
5,HIGHLAND,1995,9,6,3,81,94,14,0,255,1,15,1,130,3,1,16,42,17,14,297,367,24
5,HIGHLAND,1995,10,5,3,82,105,8,0,266,1,44,0,131,4,2,35,40,23,11,298,427,42
5,HIGHLAND,1995,11,5,3,95,97,22,0,232,4,42,0,128,1,2,33,49,18,13,312,402,40
5,HIGHLAND,1995,12,5,3,68,78,5,0,221,0,45,1,151,2,2,24,50,14,8,295,358,32
5,HIGHLAND,1996,1,8,2,57,88,13,0,196,1,34,0,149,7,3,23,47,21,10,309,310,34
5,HIGHLAND,1996,2,5,2,55,80,17,0,208,2,36,0,164,2,0,24,36,22,6,305,323,29
5,HIGHLAND,1996,3,8,0,48,93,18,0,241,0,39,0,142,10,1,19,39,24,5,297,347,28
5,HIGHLAND,1996,4,5,1,30,81,14,0,183,3,46,0,166,5,3,12,24,19,9,295,271,20
5,HIGHLAND,1996,5,6,0,60,98,19,0,202,2,35,0,174,8,1,12,47,39,11,349,309,19
5,HIGHLAND,1996,6,8,2,77,107,13,0,229,0,41,0,166,6,4,25,52,30,8,348,372,37
5,HIGHLAND,1996,7,7,3,122,95,18,0,276,2,34,0,146,2,5,18,47,21,4,313,450,30
5,HIGHLAND,1996,8,8,3,99,95,7,0,311,0,42,0,158,0,3,23,27,17,6,296,475,34
5,HIGHLAND,1996,9,8,7,82,95,22,0,221,1,44,0,117,11,1,24,39,18,5,285,371,33
5,HIGHLAND,1996,10,7,2,73,117,17,0,250,2,60,1,123,9,0,22,31,18,8,298,405,30
5,HIGHLAND,1996,11,3,0,54,82,14,0,212,1,62,0,108,8,2,28,40,16,16,260,356,33
5,HIGHLAND,1996,12,4,1,84,100,9,0,206,1,68,0,117,0,1,22,31,14,5,263,380,27
5,HIGHLAND,1997,1,4,1,65,86,7,0,261,1,45,2,136,8,1,25,36,22,3,269,396,32
5,HIGHLAND,1997,2,4,0,52,74,9,0,183,1,43,1,100,6,3,10,30,17,5,218,288,18
5,HIGHLAND,1997,3,3,3,46,82,15,0,231,0,45,0,132,0,3,18,33,8,12,277,340,24
5,HIGHLAND,1997,4,8,5,38,109,11,0,235,1,56,1,144,1,4,24,31,19,5,305,353,37
5,HIGHLAND,1997,5,6,5,79,137,17,0,287,2,56,0,145,4,5,15,32,20,13,349,437,26
5,HIGHLAND,1997,6,2,2,54,90,20,0,223,0,31,1,161,2,10,20,35,17,7,315,328,33
5,HIGHLAND,1997,7,6,3,102,79,23,0,248,1,39,1,135,2,0,20,26,13,12,278,409,27
5,HIGHLAND,1997,8,6,0,101,101,9,0,280,1,44,0,113,6,0,29,28,12,0,251,454,35
5,HIGHLAND,1997,9,6,0,37,88,19,0,261,2,28,0,129,10,1,27,29,15,9,274,353,34
5,HIGHLAND,1997,10,2,1,54,75,22,0,212,0,45,0,145,7,2,18,32,7,5,280,329,22
5,HIGHLAND,1997,11,6,7,56,75,17,0,239,1,48,1,104,2,4,21,29,7,6,238,364,32
5,HIGHLAND,1997,12,6,3,61,78,6,0,262,3,69,0,116,2,1,32,22,9,8,233,424,39
5,HIGHLAND,1998,1,8,1,51,79,8,0,232,0,58,0,126,2,4,18,23,9,8,245,359,30
5,HIGHLAND,1998,2,2,3,51,73,20,0,181,1,37,1,106,7,6,22,20,11,6,228,291,31
5,HIGHLAND,1998,3,5,2,36,86,14,0,230,1,52,1,108,6,0,21,31,16,9,250,339,27
5,HIGHLAND,1998,4,3,3,39,69,28,0,227,1,38,0,114,6,0,13,27,16,9,250,317,16
5,HIGHLAND,1998,5,4,1,49,85,31,0,241,0,30,0,119,3,1,17,32,12,11,279,337,22
5,HIGHLAND,1998,6,2,1,38,88,27,0,168,0,26,1,123,1,2,16,36,22,10,285,248,21
5,HIGHLAND,1998,7,4,2,76,107,27,0,245,0,25,0,135,3,3,19,22,14,5,298,365,26
5,HIGHLAND,1998,8,6,2,74,104,23,0,293,0,23,0,118,1,2,20,27,14,10,284,410,28
5,HIGHLAND,1998,9,3,4,72,83,26,0,212,1,44,0,97,8,3,9,23,16,6,239,337,15
5,HIGHLAND,1998,10,3,4,58,93,16,0,247,1,46,0,124,5,1,19,26,13,5,268,370,23
5,HIGHLAND,1998,11,3,1,34,93,16,0,196,3,50,0,102,0,1,10,26,7,5,243,290,14
5,HIGHLAND,1998,12,7,4,48,71,13,0,213,0,32,0,83,1,4,7,23,10,4,198,300,18
5,HIGHLAND,1999,1,4,0,34,52,9,0,153,0,25,0,113,1,2,10,23,5,3,200,222,16
5,HIGHLAND,1999,2,10,5,31,52,14,0,133,0,32,0,99,0,2,16,14,12,4,188,212,28
5,HIGHLAND,1999,3,2,1,29,56,14,0,138,2,22,0,99,0,2,11,17,11,2,189,200,15
5,HIGHLAND,1999,4,1,2,45,70,20,0,199,1,37,1,94,3,3,11,18,10,4,208,292,16
5,HIGHLAND,1999,5,7,3,46,89,32,0,221,1,45,1,135,4,5,16,33,15,12,304,328,29
5,HIGHLAND,1999,6,6,0,45,58,26,0,220,0,28,0,136,1,1,9,27,11,3,250,302,16
5,HIGHLAND,1999,7,3,0,37,74,15,0,156,1,37,0,127,2,3,17,35,19,4,255,247,23
5,HIGHLAND,1999,8,6,1,48,77,16,0,196,0,27,1,120,3,2,7,22,15,3,239,278,16
5,HIGHLAND,1999,9,5,0,54,60,25,0,148,0,42,0,105,2,4,9,20,18,7,217,253,18
5,HIGHLAND,1999,10,4,1,41,96,27,0,197,1,34,0,118,5,1,17,21,11,9,272,289,22
5,HIGHLAND,1999,11,5,4,55,88,19,0,190,0,31,0,111,19,2,19,24,11,5,251,295,26
5,HIGHLAND,1999,12,5,3,42,59,13,0,230,0,25,0,93,2,0,16,21,11,5,194,313,21
5,HIGHLAND,2000,1,4,0,45,61,21,0,149,0,27,0,122,1,1,6,14,12,3,221,227,11
5,HIGHLAND,2000,2,4,3,22,57,17,0,128,1,34,0,89,0,3,7,19,8,6,191,191,14
5,HIGHLAND,2000,3,3,1,18,68,19,0,152,3,30,1,113,0,4,5,34,11,4,239,205,13
5,HIGHLAND,2000,4,6,2,23,82,22,0,158,3,19,0,101,0,7,9,17,5,5,229,209,22
5,HIGHLAND,2000,5,6,3,24,89,27,0,185,0,24,1,115,3,1,8,25,11,6,265,241,16
5,HIGHLAND,2000,6,7,1,33,73,18,0,196,1,34,0,110,2,3,13,19,5,6,227,276,23
5,HIGHLAND,2000,7,5,7,46,106,19,0,257,2,23,0,125,0,3,8,21,10,2,280,334,16
5,HIGHLAND,2000,8,4,1,53,93,15,0,188,0,33,0,99,0,1,10,24,9,10,242,284,15
5,HIGHLAND,2000,9,3,4,63,73,19,0,183,0,26,0,107,2,4,13,22,14,7,232,285,20
5,HIGHLAND,2000,10,3,1,34,78,9,0,242,0,50,0,98,0,0,18,22,16,4,212,344,21
5,HIGHLAND,2000,11,2,1,41,81,17,0,186,1,30,0,83,1,4,15,21,10,8,211,272,21
5,HIGHLAND,2000,12,4,1,33,75,7,0,163,0,24,0,81,0,1,10,12,1,9,185,230,15
5,HIGHLAND,2001,1,0,0,23,53,7,0,226,2,10,0,104,2,2,11,17,2,6,187,270,13
5,HIGHLAND,2001,2,5,1,31,82,9,0,163,0,9,0,67,0,2,12,13,5,4,176,215,19
5,HIGHLAND,2001,3,5,3,13,50,10,0,186,0,19,0,78,1,2,9,21,4,4,166,227,16
5,HIGHLAND,2001,4,4,1,34,79,13,0,187,1,11,1,94,2,1,15,20,6,1,208,247,21
5,HIGHLAND,2001,5,2,2,42,84,14,0,255,0,15,0,122,5,1,11,23,14,5,250,323,14
5,HIGHLAND,2001,6,7,3,47,80,16,0,248,0,13,0,95,1,0,19,22,6,5,221,327,26
5,HIGHLAND,2001,7,5,1,35,84,20,0,272,0,14,0,117,2,2,16,27,11,6,255,337,23
5,HIGHLAND,2001,8,2,0,48,86,30,0,225,0,4,0,110,2,2,11,26,5,11,263,288,15
5,HIGHLAND,2001,9,2,0,31,60,12,0,209,0,7,0,109,2,2,2,27,5,7,215,249,6
5,HIGHLAND,2001,10,5,3,34,79,12,0,222,0,5,0,86,3,0,17,26,12,7,213,278,22
5,HIGHLAND,2001,11,1,2,36,77,11,0,209,0,3,0,108,0,1,15,22,15,5,225,263,17
5,HIGHLAND,2001,12,7,2,34,80,17,0,197,0,5,0,86,2,1,16,11,9,3,199,252,24
6,LAKE,1991,1,2,0,30,113,9,0,121,11,35,0,129,21,2,8,38,4,6,295,194,12
6,LAKE,1991,2,0,4,52,93,11,0,111,5,30,1,138,24,5,10,42,4,2,290,203,16
6,LAKE,1991,3,4,3,71,147,13,0,156,10,40,0,108,9,0,9,56,7,3,330,276,13
6,LAKE,1991,4,6,4,60,93,7,0,171,6,21,0,120,31,3,11,63,8,5,292,263,20
6,LAKE,1991,5,6,3,65,123,11,0,194,11,27,0,153,22,3,9,58,10,2,350,295,18
6,LAKE,1991,6,9,4,64,113,15,0,182,10,27,0,159,48,3,17,62,12,5,358,290,29
6,LAKE,1991,7,5,2,65,125,22,0,229,16,30,1,124,248,3,12,55,12,4,332,336,21
6,LAKE,1991,8,7,0,66,125,6,0,204,8,36,0,153,85,4,15,83,6,4,371,321,26
6,LAKE,1991,9,4,1,55,106,16,0,161,16,48,0,140,68,3,18,52,8,3,318,282,25
6,LAKE,1991,10,9,4,55,147,12,0,209,9,44,0,130,43,1,17,76,12,2,371,325,27
6,LAKE,1991,11,3,5,63,88,14,0,161,8,41,1,128,31,2,11,33,12,2,270,276,17
6,LAKE,1991,12,4,1,75,127,5,0,189,7,38,1,99,23,3,18,49,6,3,284,320,26
6,LAKE,1992,1,4,2,52,109,10,0,179,4,59,0,105,17,2,22,47,4,6,279,312,28
6,LAKE,1992,2,4,4,59,87,7,0,162,2,51,0,98,12,5,18,39,10,1,236,290,27
6,LAKE,1992,3,4,6,48,84,8,0,145,8,35,2,87,27,2,14,51,8,9,245,242,22
6,LAKE,1992,4,6,0,62,98,16,0,136,5,40,2,104,15,8,6,44,6,0,262,244,22
6,LAKE,1992,5,11,0,71,121,10,0,195,12,29,0,104,29,2,15,54,8,5,294,310,28
6,LAKE,1992,6,7,0,71,105,4,0,190,9,36,0,103,14,2,10,50,7,3,265,307,19
6,LAKE,1992,7,9,3,100,104,13,0,183,6,36,0,116,12,2,18,35,10,3,274,337,29
6,LAKE,1992,8,6,2,92,99,9,0,188,13,35,1,106,2,3,20,62,15,5,283,335,30
6,LAKE,1992,9,10,2,70,85,10,0,151,6,24,1,115,14,3,21,46,8,6,264,266,35
6,LAKE,1992,10,3,0,88,105,4,0,158,5,50,0,100,15,3,17,47,4,5,261,313,23
6,LAKE,1992,11,7,1,78,112,5,0,156,2,39,0,101,14,2,21,45,8,10,274,294,30
6,LAKE,1992,12,4,0,54,71,2,0,176,3,23,0,92,10,2,8,41,2,11,217,261,14
6,LAKE,1993,1,6,1,39,79,4,0,154,3,16,0,96,1,4,17,42,6,7,229,226,27
6,LAKE,1993,2,2,2,40,89,8,0,131,1,44,1,63,15,7,4,48,7,7,217,219,14
6,LAKE,1993,3,6,4,43,95,6,0,147,0,30,0,98,5,1,8,36,4,9,248,228,15
6,LAKE,1993,4,6,3,52,84,9,0,154,1,23,1,105,17,1,9,47,4,5,253,238,17
6,LAKE,1993,5,3,6,63,82,5,0,154,1,23,0,94,9,2,7,42,8,9,238,247,12
6,LAKE,1993,6,5,3,55,77,5,0,189,3,46,0,117,24,1,14,54,7,14,270,304,20
6,LAKE,1993,7,7,6,71,101,16,0,193,1,37,0,110,26,3,17,52,4,13,298,318,27
6,LAKE,1993,8,15,6,71,101,22,0,183,0,41,0,118,12,2,20,55,5,9,311,315,37
6,LAKE,1993,9,5,2,54,68,20,0,149,1,25,0,93,6,1,12,39,12,10,232,240,18
6,LAKE,1993,10,6,2,55,74,20,0,151,1,43,0,115,32,4,15,37,10,8,256,264,25
6,LAKE,1993,11,5,1,78,71,11,0,137,1,22,0,86,22,3,12,41,7,10,220,249,20
6,LAKE,1993,12,2,5,63,82,13,0,143,2,36,12,96,6,3,15,42,4,7,245,257,32
6,LAKE,1994,1,5,1,26,72,10,0,124,0,29,1,71,21,2,17,32,11,8,194,196,25
6,LAKE,1994,2,4,46,29,40,23,0,106,0,24,0,87,30,0,8,29,3,6,231,167,12
6,LAKE,1994,3,1,1,39,58,18,0,162,3,34,0,92,14,5,16,30,6,6,205,251,22
6,LAKE,1994,4,3,3,44,77,17,0,132,1,18,0,86,29,1,5,50,7,3,236,199,9
6,LAKE,1994,5,0,4,61,105,20,0,188,0,23,0,97,29,0,12,47,8,7,280,284,12
6,LAKE,1994,6,8,3,65,91,13,0,141,0,35,1,112,11,3,13,56,8,9,284,254,25
6,LAKE,1994,7,11,3,70,84,21,0,182,7,36,1,128,23,0,17,56,10,7,299,305,29
6,LAKE,1994,8,16,2,65,106,22,0,147,1,37,0,102,42,3,20,54,15,14,300,269,39
6,LAKE,1994,9,5,4,58,77,23,0,148,1,34,0,103,86,2,12,59,7,12,278,252,19
6,LAKE,1994,10,7,5,75,89,14,0,129,0,46,0,115,42,3,19,61,9,14,298,269,29
6,LAKE,1994,11,8,1,81,92,15,0,138,0,43,1,103,29,1,27,46,10,16,273,289,37
6,LAKE,1994,12,3,7,50,56,8,0,149,1,30,0,104,4,1,20,39,10,5,219,249,24
6,LAKE,1995,1,6,2,50,74,15,0,116,2,29,0,87,17,5,19,32,14,17,227,214,30
6,LAKE,1995,2,4,3,29,45,4,3,75,1,34,0,88,4,0,20,29,9,9,178,158,24
6,LAKE,1995,3,8,0,45,71,21,0,106,1,30,1,110,12,2,14,39,11,19,260,195,25
6,LAKE,1995,4,2,4,38,74,19,0,131,3,32,3,99,14,9,16,36,9,10,242,217,30
6,LAKE,1995,5,5,4,38,88,10,0,161,0,26,0,119,16,4,16,51,12,14,286,241,25
6,LAKE,1995,6,5,3,48,78,12,0,169,0,29,0,103,24,0,17,47,10,13,256,263,22
6,LAKE,1995,7,5,2,57,92,14,0,180,0,34,0,140,11,4,12,40,6,11,299,283,21
6,LAKE,1995,8,9,3,67,76,19,0,172,1,34,0,144,13,2,22,56,11,11,309,295,33
6,LAKE,1995,9,14,2,55,87,25,0,168,3,23,1,129,17,3,11,54,7,17,314,257,29
6,LAKE,1995,10,7,1,58,84,14,0,195,0,37,1,121,8,0,26,46,10,12,278,316,34
6,LAKE,1995,11,5,3,48,86,13,0,148,3,53,1,123,19,3,14,47,9,13,285,263,23
6,LAKE,1995,12,15,2,51,74,9,0,134,2,42,1,127,18,1,17,48,7,11,271,244,34
6,LAKE,1996,1,12,2,43,65,18,0,134,0,33,0,112,10,2,16,43,6,8,248,226,30
6,LAKE,1996,2,5,1,38,76,11,0,135,2,38,1,91,9,6,9,43,8,6,228,220,21
6,LAKE,1996,3,8,4,48,62,20,0,113,1,26,2,111,9,4,10,48,7,7,252,197,24
6,LAKE,1996,4,4,2,46,52,19,0,118,0,39,0,108,30,1,12,40,6,9,230,215,17
6,LAKE,1996,5,3,4,47,87,9,0,115,1,52,0,135,13,2,10,59,8,9,303,224,15
6,LAKE,1996,6,11,5,51,83,23,0,172,0,45,0,115,5,4,14,47,9,19,292,282,29
6,LAKE,1996,7,8,2,66,96,23,0,153,0,29,0,139,12,5,9,69,10,10,339,257,22
6,LAKE,1996,8,5,2,27,56,27,0,176,4,50,0,119,16,7,15,51,12,8,263,268,27
6,LAKE,1996,9,4,2,53,73,32,0,158,0,36,0,112,12,1,7,40,20,11,270,254,12
6,LAKE,1996,10,13,5,37,68,20,0,157,1,40,0,105,20,2,12,33,6,14,245,246,27
6,LAKE,1996,11,7,2,36,61,20,0,145,1,37,1,85,13,5,17,30,3,7,205,235,30
6,LAKE,1996,12,6,2,56,72,13,0,141,0,45,0,74,8,2,19,37,9,11,209,261,27
6,LAKE,1997,1,3,2,31,69,18,0,113,1,38,2,112,12,1,16,31,9,6,238,198,22
6,LAKE,1997,2,3,1,33,50,19,0,104,0,29,1,66,11,1,18,33,4,9,178,184,23
6,LAKE,1997,3,6,1,35,67,27,0,107,1,40,0,113,17,0,21,31,4,9,248,203,27
6,LAKE,1997,4,5,0,45,78,12,0,95,0,32,1,91,13,0,14,31,6,12,224,186,20
6,LAKE,1997,5,5,0,38,98,29,0,125,1,39,1,110,12,3,9,46,8,9,292,211,18
6,LAKE,1997,6,6,0,50,66,25,0,117,0,35,0,109,16,1,10,35,9,11,246,212,17
6,LAKE,1997,7,2,3,37,89,32,0,160,0,35,0,102,18,2,20,38,2,6,270,252,24
6,LAKE,1997,8,8,4,44,93,42,0,117,1,39,1,110,6,2,24,26,5,14,289,224,35
6,LAKE,1997,9,5,5,46,72,33,0,135,1,54,0,99,33,0,17,19,13,15,243,252,22
6,LAKE,1997,10,7,5,38,72,22,0,111,0,58,2,87,3,3,29,26,12,8,220,236,41
6,LAKE,1997,11,4,3,37,79,11,0,137,0,45,3,99,3,1,37,25,7,15,232,256,45
6,LAKE,1997,12,5,5,52,70,22,0,129,1,43,0,94,13,1,28,41,3,13,245,252,34
6,LAKE,1998,1,3,3,38,70,19,0,140,3,26,0,98,3,2,26,36,7,11,237,230,31
6,LAKE,1998,2,5,1,54,64,20,0,131,1,38,1,95,22,2,14,30,5,8,218,237,22
6,LAKE,1998,3,2,4,45,73,39,0,118,2,37,0,103,23,1,14,46,13,5,270,214,17
6,LAKE,1998,4,6,2,34,56,39,0,120,1,30,0,116,5,1,4,29,14,12,254,188,11
6,LAKE,1998,5,8,2,44,79,59,0,168,1,24,0,126,17,0,14,43,7,10,319,250,22
6,LAKE,1998,6,10,3,39,87,38,0,143,0,33,0,145,13,2,21,42,5,13,328,236,33
6,LAKE,1998,7,6,1,48,90,42,0,134,0,42,0,112,13,0,12,42,8,11,298,236,18
6,LAKE,1998,8,2,9,61,65,50,0,170,1,32,0,106,3,6,20,41,7,10,281,283,28
6,LAKE,1998,9,3,13,61,62,35,0,114,0,30,0,110,17,3,11,34,6,8,262,216,17
6,LAKE,1998,10,5,2,40,74,37,0,89,1,39,0,107,31,2,17,37,5,15,272,185,24
6,LAKE,1998,11,3,2,45,59,22,0,124,0,31,0,95,2,0,11,29,4,6,213,211,14
6,LAKE,1998,12,5,1,35,66,24,0,129,0,34,0,85,8,3,10,29,6,10,215,208,18
6,LAKE,1999,1,5,1,33,59,22,0,107,1,39,1,82,1,0,12,26,7,6,196,191,18
6,LAKE,1999,2,3,3,30,62,29,0,106,1,29,0,84,9,1,14,15,5,6,199,179,18
6,LAKE,1999,3,4,1,29,46,26,0,85,0,23,1,79,7,2,8,26,6,10,188,145,15
6,LAKE,1999,4,4,4,22,60,25,0,94,0,28,2,122,9,4,7,26,6,5,242,151,17
6,LAKE,1999,5,5,5,30,59,33,0,107,1,31,0,109,8,2,8,31,3,8,245,176,15
6,LAKE,1999,6,6,6,26,80,40,0,107,2,29,1,106,4,1,12,37,5,8,277,174,20
6,LAKE,1999,7,3,3,61,74,28,0,122,0,34,0,125,25,4,12,40,3,12,282,229,19
6,LAKE,1999,8,3,1,49,56,31,0,117,1,30,0,91,35,0,13,44,1,7,230,209,16
6,LAKE,1999,9,8,2,54,52,33,0,118,1,21,3,89,3,1,17,31,15,9,216,210,29
6,LAKE,1999,10,6,4,45,70,27,0,104,1,29,0,111,11,1,14,33,7,10,255,192,21
6,LAKE,1999,11,4,8,30,66,22,0,113,1,28,0,74,0,1,8,31,5,10,211,179,13
6,LAKE,1999,12,4,4,35,56,16,0,114,0,33,1,95,4,1,13,21,8,6,198,195,19
6,LAKE,2000,1,5,2,34,48,21,0,115,1,41,1,81,6,3,11,21,3,14,187,201,20
6,LAKE,2000,2,2,3,19,59,21,0,80,1,33,0,90,2,2,11,23,3,6,202,143,15
6,LAKE,2000,3,9,1,27,63,26,0,106,0,19,1,101,2,3,16,25,7,8,224,168,29
6,LAKE,2000,4,3,1,28,77,26,0,119,0,21,1,84,12,1,8,19,14,6,213,176,13
6,LAKE,2000,5,4,0,40,70,37,0,135,0,31,0,108,6,2,7,26,4,3,244,213,13
6,LAKE,2000,6,6,4,36,80,40,0,125,1,33,0,109,8,2,16,34,4,11,278,210,24
6,LAKE,2000,7,5,10,28,89,33,0,142,1,32,0,105,2,2,18,25,7,10,272,220,25
6,LAKE,2000,8,1,3,38,95,41,0,141,0,30,1,97,2,0,13,24,11,12,272,222,15
6,LAKE,2000,9,4,0,49,61,31,0,132,3,32,0,102,4,3,23,20,4,8,222,236,30
6,LAKE,2000,10,13,10,22,98,29,0,146,0,65,1,76,5,1,15,26,3,9,248,248,30
6,LAKE,2000,11,3,2,28,54,37,0,145,1,33,0,89,1,2,11,25,4,5,212,217,16
6,LAKE,2000,12,6,2,23,42,13,0,95,1,30,0,83,5,3,19,16,0,7,163,167,28
6,LAKE,2001,1,9,6,25,54,23,0,100,1,7,0,91,5,1,14,19,7,6,199,146,24
6,LAKE,2001,2,1,2,18,44,28,0,79,0,13,0,95,2,1,7,19,6,3,191,117,9
6,LAKE,2001,3,7,1,36,77,25,0,91,2,13,0,95,2,1,8,21,13,13,232,148,16
6,LAKE,2001,4,6,3,47,86,28,0,117,0,20,1,96,0,1,13,20,8,10,243,197,21
6,LAKE,2001,5,7,5,39,78,23,0,136,2,10,0,117,3,2,8,29,4,15,267,193,17
6,LAKE,2001,6,6,5,38,61,23,0,156,1,21,0,108,1,5,13,27,11,9,233,228,24
6,LAKE,2001,7,6,2,24,70,35,0,160,0,12,1,113,2,1,12,31,4,11,262,208,20
6,LAKE,2001,8,6,4,39,92,41,0,128,2,17,1,115,20,2,6,35,8,8,295,190,15
6,LAKE,2001,9,7,1,22,79,28,0,113,1,10,1,99,6,0,18,31,5,10,248,163,26
6,LAKE,2001,10,10,4,27,85,23,0,146,0,20,0,109,8,3,16,31,5,12,264,209,29
6,LAKE,2001,11,6,1,29,62,23,0,169,0,12,0,100,0,4,17,19,9,7,212,227,27
6,LAKE,2001,12,7,1,31,65,22,0,155,2,8,0,76,5,0,14,28,6,11,203,208,21
7,MAPLE,1991,1,9,0,52,84,7,0,117,9,32,1,116,13,3,16,43,39,5,255,217,29
7,MAPLE,1991,2,1,3,59,111,6,0,111,3,28,1,98,11,4,9,38,37,2,258,207,15
7,MAPLE,1991,3,6,3,98,91,7,0,139,8,22,1,106,5,4,9,67,32,2,276,268,20
7,MAPLE,1991,4,14,4,60,96,7,0,145,21,30,0,113,18,2,15,58,22,4,282,250,31
7,MAPLE,1991,5,10,3,69,101,16,0,177,17,15,3,132,11,2,12,80,17,4,336,273,27
7,MAPLE,1991,6,13,8,63,131,9,0,167,11,18,1,156,28,2,17,48,19,8,360,265,33
7,MAPLE,1991,7,13,5,85,114,10,0,215,10,21,1,132,206,1,15,73,14,2,336,336,30
7,MAPLE,1991,8,14,3,94,131,13,0,196,15,24,3,140,125,3,28,59,26,4,350,342,48
7,MAPLE,1991,9,9,2,61,105,15,0,151,9,33,1,122,56,1,15,68,28,3,315,260,26
7,MAPLE,1991,10,13,2,111,139,11,0,221,7,48,2,130,35,2,23,44,14,7,333,403,40
7,MAPLE,1991,11,7,5,89,129,5,0,182,15,28,1,99,39,1,24,55,27,3,296,323,33
7,MAPLE,1991,12,5,0,148,116,9,0,197,12,29,0,85,14,2,13,42,33,7,259,387,20
7,MAPLE,1992,1,11,2,98,107,14,0,231,6,29,1,83,49,1,18,39,25,6,251,376,31
7,MAPLE,1992,2,5,0,80,100,17,0,175,12,33,1,92,29,1,12,40,30,5,254,300,19
